mapid,run_number,run_name,barcode,map_no,sheet,division,cd_title,image_id
131,422,ROSEBERRY,101007,572439,1,Eastern,PMapEast04,10100701
131,422,ROSEBERRY,101006,572439,2,Eastern,PMapEast04,10100601
131,422,ROSEBERRY,101005,572439,3,Eastern,PMapEast04,10100501
1320,174,WINGADEE,100398,573674,1,Central,PMapCent08,10039801
1320,174,WINGADEE,100398,573674,1,Central,PMapCent08,10039804
1320,174,WINGADEE,100398,573674,1,Central,PMapCent08,10039806
1320,174,WINGADEE,100398,573674,1,Central,PMapCent08,10039808
1320,174,WINGADEE,100398,573674,1,Central,PMapCent08,10039809
1320,174,WINGADEE,100398,573674,1,Central,PMapCent08,10039807
1320,174,WINGADEE,100398,573674,1,Central,PMapCent08,10039805
1320,174,WINGADEE,100398,573674,1,Central,PMapCent08,10039803
1320,174,WINGADEE,100398,573674,1,Central,PMapCent08,10039802
1320,174,WINGADEE,100397,573674,2,Central,PMapCent08,10039701
1321,122,WINGENBAH,100499,573675,1,Central,PMapCent08,10049901
1321,122,WINGENBAH,100498,573675,2,Central,PMapCent08,10049801
1322,301,WIRRAH,100138,573676,1,Central,PMapCent08,10013802
1322,301,WIRRAH,100138,573676,1,Central,PMapCent08,10013801
1322,301,WIRRAH,100137,573676,2,Central,PMapCent08,10013701
1323,83,WOLLONGOUGH,100573,573677,1,Central,PMapCent08,10057302
1323,83,WOLLONGOUGH,100573,573677,1,Central,PMapCent08,10057301
1323,83,WOLLONGOUGH,100572,573677,2,Central,PMapCent08,10057201
1324,17,WOMBOIN,100706,573678,1,Central,PMapCent08,10070602
1324,17,WOMBOIN,100706,573678,1,Central,PMapCent08,10070601
1324,17,WOMBOIN,100705,573678,2,Central,PMapCent08,10070501
1325,599,WONBOBBIE,136459,573679,1,Central,PMapCent08,13645901
1325,599,WONBOBBIE,136459,573679,1,Central,PMapCent08,13645902
1325,599,WONBOBBIE,136459,573679,1,Central,PMapCent08,13645904
1325,599,WONBOBBIE,136459,573679,1,Central,PMapCent08,13645903
1325,599,WONBOBBIE,136458,573679,2,Central,PMapCent08,13645801
1326,396,WONGAGONG,136867,573680,1,Central,PMapCent08,13686701
1326,396,WONGAGONG,136866,573680,2,Central,PMapCent08,13686601
1327,205,WOODLANDS,100334,573681,1,Central,PMapCent08,10033401
1327,205,WOODLANDS,100334,573681,1,Central,PMapCent08,10033402
1327,205,WOODLANDS,100333,573681,2,Central,PMapCent08,10033301
1327,205,WOODLANDS,100332,573681,3,Central,PMapCent08,10033201
1328,626,WOOROOMA,136411,573682,1,Central,PMapCent08,13641102
1328,626,WOOROOMA,136411,573682,1,Central,PMapCent08,13641101
1328,626,WOOROOMA,136411,573682,1,Central,PMapCent08,13641104
1328,626,WOOROOMA,136411,573682,1,Central,PMapCent08,13641103
1328,626,WOOROOMA,136410,573682,2,Central,PMapCent08,13641001
1329,654,WOOYEA,136355,573683,1,Central,PMapCent08,13635501
1329,654,WOOYEA,136355,573683,1,Central,PMapCent08,13635502
1329,654,WOOYEA,136355,573683,1,Central,PMapCent08,13635506
1329,654,WOOYEA,136355,573683,1,Central,PMapCent08,13635505
1329,654,WOOYEA,136355,573683,1,Central,PMapCent08,13635504
1329,654,WOOYEA,136355,573683,1,Central,PMapCent08,13635503
1329,654,WOOYEA,136354,573683,2,Central,PMapCent08,13635401
132,162,ROUND HILL,101520,572440,1,Eastern,PMapEast04,10152005
132,162,ROUND HILL,101520,572440,1,Eastern,PMapEast04,10152006
132,162,ROUND HILL,101520,572440,1,Eastern,PMapEast04,10152004
132,162,ROUND HILL,101520,572440,1,Eastern,PMapEast04,10152002
132,162,ROUND HILL,101520,572440,1,Eastern,PMapEast04,10152003
132,162,ROUND HILL,101520,572440,1,Eastern,PMapEast04,10152001
132,162,ROUND HILL,101519,572440,2,Eastern,PMapEast04,10151901
1330,282,WERAI,100177,573684,1,Central,PMapCent08,10017702
1330,282,WERAI,100177,573684,1,Central,PMapCent08,10017701
1330,282,WERAI,100176,573684,2,Central,PMapCent08,10017601
1331,138,ALMA,117252,573685,1,Western,PMapWest01,11725201
1331,138,ALMA,117251,573685,2,Western,PMapWest01,11725101
1331,138,ALMA,117250,573685,3,Western,PMapWest01,11725002
1331,138,ALMA,117250,573685,3,Western,PMapWest01,11725001
1332,193,AMPHITHEATRE,117152,573686,1,Western,PMapWest01,11715203
1332,193,AMPHITHEATRE,117152,573686,1,Western,PMapWest01,11715205
1332,193,AMPHITHEATRE,117152,573686,1,Western,PMapWest01,11715206
1332,193,AMPHITHEATRE,117152,573686,1,Western,PMapWest01,11715204
1332,193,AMPHITHEATRE,117152,573686,1,Western,PMapWest01,11715202
1332,193,AMPHITHEATRE,117152,573686,1,Western,PMapWest01,11715201
1333,152,ANGLEDOOL,116936,573687,1,Western,PMapWest01,11693602
1333,152,ANGLEDOOL,116936,573687,1,Western,PMapWest01,11693601
1333,152,ANGLEDOOL,116935,573687,2,Western,PMapWest01,11693501
1333,152,ANGLEDOOL,116934,573687,3,Western,PMapWest01,11693401
1334,275,ARLINGTON PLAINS,117008,573688,1,Western,PMapWest01,11700801
1334,275,ARLINGTON PLAINS,117007,573688,2,Western,PMapWest01,11700701
1335,174,AVOCA,117188,573689,1,Western,PMapWest01,11718802
1335,174,AVOCA,117188,573689,1,Western,PMapWest01,11718801
1336,84,BADEN PARK,117354,573690,1,Western,PMapWest01,11735402
1336,84,BADEN PARK,117354,573690,1,Western,PMapWest01,11735401
1337,110,BANGHEET,117310,573691,1,Western,PMapWest01,11731001
1337,110,BANGHEET,117309,573691,2,Western,PMapWest01,11730901
1337,110,BANGHEET,117308,573691,3,Western,PMapWest01,11730801
1338,232,BEDOOBA,117081,573692,1,Western,PMapWest01,11708101
1339,6,BEEMERY,117513,573693,1,Western,PMapWest01,11751301
1339,6,BEEMERY,117512,573693,2,Western,PMapWest01,11751201
1339,6,BEEMERY,117511,573693,3,Western,PMapWest01,11751101
133,35,SANDILANDS,101834,572441,1,Eastern,PMapEast04,10183402
133,35,SANDILANDS,101834,572441,1,Eastern,PMapEast04,10183401
133,35,SANDILANDS,101833,572441,2,Eastern,PMapEast04,10183301
1340,181,BELFORD,117175,573694,1,Western,PMapWest01,11717501
1341,225,BERAWINNIA DOWNS,117090,573695,1,Western,PMapWest01,11709001
1342,278,BERAWINIA DOWNS NO 3,117004,573696,1,Western,PMapWest01,11700401
1342,278,BERAWINIA DOWNS NO 3,117003,573696,2,Western,PMapWest01,11700301
1343,109,BOGEIRA BACK,117312,573697,1,Western,PMapWest01,11731201
1343,109,BOGEIRA BACK,117311,573697,2,Western,PMapWest01,11731101
1344,50,BOGEIRA EAST,117431,573698,1,Western,PMapWest01,11743101
1344,50,BOGEIRA EAST,117430,573698,2,Western,PMapWest01,11743001
1345,60,BOOMIARICOOL,117401,573700,1,Western,PMapWest01,11740101
1346,112,BOONDARRA,117305,573701,1,Western,PMapWest01,11730501
1346,112,BOONDARRA,117304,573701,2,Western,PMapWest01,11730402
1346,112,BOONDARRA,117304,573701,2,Western,PMapWest01,11730404
1346,112,BOONDARRA,117304,573701,2,Western,PMapWest01,11730403
1346,112,BOONDARRA,117304,573701,2,Western,PMapWest01,11730401
1347,340,WOWINGRAGONG,100059,573702,1,Central,PMapCent08,10005901
1347,340,WOWINGRAGONG,100058,573702,2,Central,PMapCent08,10005801
1348,612,WYABRAY,136436,573703,1,Central,PMapCent08,13643601
1348,612,WYABRAY,136435,573703,2,Central,PMapCent08,13643501
1349,296,YAGABA,100149,573704,1,Central,PMapCent08,10014901
1349,296,YAGABA,100149,573704,1,Central,PMapCent08,10014902
1349,296,YAGABA,100148,573704,2,Central,PMapCent08,10014802
1349,296,YAGABA,100148,573704,2,Central,PMapCent08,10014801
1349,296,YAGABA,100147,573704,3,Central,PMapCent08,10014701
134,537,SERPENTINE RIVER AND LOWER STYX,100794,572442,1,Eastern,PMapEast04,10079402
134,537,SERPENTINE RIVER AND LOWER STYX,100794,572442,1,Eastern,PMapEast04,10079401
134,537,SERPENTINE RIVER AND LOWER STYX,100793,572442,2,Eastern,PMapEast04,10079301
134,537,SERPENTINE RIVER AND LOWER STYX,100793,572442,2,Eastern,PMapEast04,10079303
134,537,SERPENTINE RIVER AND LOWER STYX,100793,572442,2,Eastern,PMapEast04,10079302
134,537,SERPENTINE RIVER AND LOWER STYX,100793,572442,2,Eastern,PMapEast04,10079304
134,537,SERPENTINE RIVER AND LOWER STYX,100792,572442,3,Eastern,PMapEast04,10079201
1350,536,YALCOGRIN,136590,573705,1,Central,PMapCent08,13659001
1350,536,YALCOGRIN,136589,573705,2,Central,PMapCent08,13658901
1350,536,YALCOGRIN,136588,573705,3,Central,PMapCent08,13658801
1351,684,YALGOGORING,136297,573706,1,Central,PMapCent08,13629701
1351,684,YALGOGORING,136296,573706,2,Central,PMapCent08,13629601
1352,529,YALGOGRIN SOUTH,136605,573707,1,Central,PMapCent08,13660504
1352,529,YALGOGRIN SOUTH,136605,573707,1,Central,PMapCent08,13660503
1352,529,YALGOGRIN SOUTH,136605,573707,1,Central,PMapCent08,13660502
1352,529,YALGOGRIN SOUTH,136605,573707,1,Central,PMapCent08,13660501
1352,529,YALGOGRIN SOUTH,136604,573707,2,Central,PMapCent08,13660401
1353,76,YANGA,100589,573708,1,Central,PMapCent08,10058901
1353,76,YANGA,100589,573708,1,Central,PMapCent08,10058902
1353,76,YANGA,100589,573708,1,Central,PMapCent08,10058904
1353,76,YANGA,100589,573708,1,Central,PMapCent08,10058903
1353,76,YANGA,100588,573708,2,Central,PMapCent08,10058801
1354,421,YANKO,136812,573709,1,Central,PMapCent08,13681201
1354,421,YANKO,136811,573709,2,Central,PMapCent08,13681101
1355,178,YANKO BLOCK A,100390,573710,1,Central,PMapCent08,10039001
1355,178,YANKO BLOCK A,100390,573710,1,Central,PMapCent08,10039002
1355,178,YANKO BLOCK A,100389,573710,2,Central,PMapCent08,10038901
1356,418,YAMMA,136819,573711,1,Central,PMapCent08,13681901
1356,418,YAMMA,136818,573711,2,Central,PMapCent08,13681801
1357,630,YARRABEE,136402,573712,1,Central,PMapCent08,13640201
1358,113,YARRALDOOL,100514,573713,1,Central,PMapCent08,10051401
1358,113,YARRALDOOL,100514,573713,1,Central,PMapCent08,10051402
1358,113,YARRALDOOL,100513,573713,2,Central,PMapCent08,10051301
1359,62,YARRINGERRY,100617,573714,1,Central,PMapCent08,10061701
1359,62,YARRINGERRY,100616,573714,2,Central,PMapCent08,10061601
1359,62,YARRINGERRY,100615,573714,3,Central,PMapCent08,10061501
135,165,SNOWY RIVER,101513,572443,1,Eastern,PMapEast04,10151301
135,165,SNOWY RIVER,101512,572443,2,Eastern,PMapEast04,10151201
1360,331,YARROWAH,100076,573715,1,Central,PMapCent08,10007604
1360,331,YARROWAH,100076,573715,1,Central,PMapCent08,10007603
1360,331,YARROWAH,100076,573715,1,Central,PMapCent08,10007602
1360,331,YARROWAH,100076,573715,1,Central,PMapCent08,10007601
1360,331,YARROWAH,100075,573715,2,Central,PMapCent08,10007501
1361,442,YERRA YERRA,136772,573716,1,Central,PMapCent08,13677201
1361,442,YERRA YERRA,136771,573716,2,Central,PMapCent08,13677101
1362,491,YETMAN,136676,573717,1,Central,PMapCent08,13667602
1362,491,YETMAN,136676,573717,1,Central,PMapCent08,13667601
1362,491,YETMAN,136675,573717,2,Central,PMapCent08,13667501
1363,390,YOUENDAH,136879,573718,1,Central,PMapCent08,13687902
1363,390,YOUENDAH,136879,573718,1,Central,PMapCent08,13687901
1363,390,YOUENDAH,136878,573718,2,Central,PMapCent08,13687801
1364,543,YOUNGARA CREEK,136576,573720,1,Central,PMapCent08,13657601
1364,543,YOUNGARA CREEK,136575,573720,2,Central,PMapCent08,13657501
1365,45,YOUNGEE PLAIN,100651,573721,1,Central,PMapCent08,10065101
1365,45,YOUNGEE PLAIN,100650,573721,2,Central,PMapCent08,10065001
1366,393,ZARA,136873,573722,1,Central,PMapCent08,13687302
1366,393,ZARA,136873,573722,1,Central,PMapCent08,13687301
1366,393,ZARA,136872,573722,2,Central,PMapCent08,13687201
1367,147,BOOROOMUGGA,117234,573726,1,Western,PMapWest01,11723401
1367,147,BOOROOMUGGA,117233,573726,2,Western,PMapWest01,11723301
1367,147,BOOROOMUGGA,117232,573726,3,Western,PMapWest01,11723201
1368,153,BOOROONDARA DOWNS,117224,573727,1,Western,PMapWest01,11722401
1369,169,KAJULIGAH,117197,573728,1,Western,PMapWest02,11719702
1369,169,KAJULIGAH,117197,573728,1,Western,PMapWest02,11719701
1369,169,KAJULIGAH,117196,573728,2,Western,PMapWest02,11719601
1369,169,KAJULIGAH,117195,573728,3,Western,PMapWest02,11719501
136,414,WOOLWAY AND ARABLE,101023,572444,1,Eastern,PMapEast05,10102301
136,414,WOOLWAY AND ARABLE,101023,572444,1,Eastern,PMapEast05,10102302
136,414,WOOLWAY AND ARABLE,101022,572444,2,Eastern,PMapEast05,10102201
1370,126,BOULKA,117275,573729,1,Western,PMapWest01,11727501
1371,167,KALENO,117199,573730,1,Western,PMapWest02,11719901
1372,118,BRENDA,117291,573733,1,Western,PMapWest01,11729101
1372,118,BRENDA,117290,573733,2,Western,PMapWest01,11729001
1373,80,BRINDINGABBA,117362,573734,1,Western,PMapWest01,11736201
1373,80,BRINDINGABBA,117361,573734,2,Western,PMapWest01,11736101
1374,79,KEEWONG,117364,573735,1,Western,PMapWest02,11736401
1374,79,KEEWONG,117363,573735,2,Western,PMapWest02,11736301
1375,94,KENILWORTH,117335,573736,1,Western,PMapWest02,11733501
1375,94,KENILWORTH,117334,573736,2,Western,PMapWest02,11733401
1376,67,BUCKALOW,117389,573737,1,Western,PMapWest01,11738901
1377,9,BUCKANBEE,117507,573738,1,Western,PMapWest01,11750701
1378,18,BUCKWAROON,117490,573739,1,Western,PMapWest01,11749001
1378,18,BUCKWAROON,117489,573739,2,Western,PMapWest01,11748901
1379,77,BUDDA,117368,573740,1,Western,PMapWest01,11736801
1379,77,BUDDA,117367,573740,2,Western,PMapWest01,11736701
137,520,ST CLOUDS CREEK,100825,572446,1,Eastern,PMapEast04,10082503
137,520,ST CLOUDS CREEK,100825,572446,1,Eastern,PMapEast04,10082504
137,520,ST CLOUDS CREEK,100825,572446,1,Eastern,PMapEast04,10082502
137,520,ST CLOUDS CREEK,100825,572446,1,Eastern,PMapEast04,10082501
137,520,ST CLOUDS CREEK,100824,572446,2,Eastern,PMapEast04,10082401
1380,82,BULLA,117358,573741,1,Western,PMapWest01,11735801
1381,101,BUNDABULLA,117324,573742,1,Western,PMapWest01,11732401
1382,216,BUNDINBARRINA,117102,573743,1,Western,PMapWest01,11710201
1382,216,BUNDINBARRINA,117101,573743,2,Western,PMapWest01,11710104
1382,216,BUNDINBARRINA,117101,573743,2,Western,PMapWest01,11710103
1382,216,BUNDINBARRINA,117101,573743,2,Western,PMapWest01,11710102
1382,216,BUNDINBARRINA,117101,573743,2,Western,PMapWest01,11710101
1383,271,BURRANDOWN,117014,573744,1,Western,PMapWest01,11701401
1383,271,BURRANDOWN,117013,573744,2,Western,PMapWest01,11701301
1384,130,BURTA,117266,573745,1,Western,PMapWest01,11726601
1385,215,BYEROCK,117104,573746,1,Western,PMapWest01,11710401
1385,215,BYEROCK,117103,573746,2,Western,PMapWest01,11710301
1386,297,KEW,116974,573747,1,Western,PMapWest02,11697401
1387,263,CANALLY,117028,573748,1,Western,PMapWest01,11702802
1387,263,CANALLY,117028,573748,1,Western,PMapWest01,11702801
1387,263,CANALLY,117027,573748,2,Western,PMapWest01,11702701
1388,313,CARYAPUNDY SWAMP NO 2,116945,573749,1,Western,PMapWest01,11694501
1388,313,CARYAPUNDY SWAMP NO 2,116944,573749,2,Western,PMapWest01,11694401
1389,314,CARYAPUNDY WEST,116943,573750,1,Western,PMapWest01,11694301
1389,314,CARYAPUNDY WEST,116942,573750,2,Western,PMapWest01,11694201
138,82,STOCKYARD FLAT,101712,572447,1,Eastern,PMapEast04,10171202
138,82,STOCKYARD FLAT,101712,572447,1,Eastern,PMapEast04,10171201
138,82,STOCKYARD FLAT,101711,572447,2,Eastern,PMapEast04,10171101
1390,25,KILFERA,117474,573751,1,Western,PMapWest02,11747402
1390,25,KILFERA,117474,573751,1,Western,PMapWest02,11747401
1391,236,CHARLTON,117075,573752,1,Western,PMapWest01,11707502
1391,236,CHARLTON,117075,573752,1,Western,PMapWest01,11707501
1392,51,CLARE,117429,573753,1,Western,PMapWest01,11742904
1392,51,CLARE,117429,573753,1,Western,PMapWest01,11742903
1392,51,CLARE,117429,573753,1,Western,PMapWest01,11742902
1392,51,CLARE,117429,573753,1,Western,PMapWest01,11742901
1392,51,CLARE,117428,573753,2,Western,PMapWest01,11742801
1392,51,CLARE,117427,573753,3,Western,PMapWest01,11742701
1393,21,COBHAM LAKE,117483,573754,1,Western,PMapWest01,11748301
1393,21,COBHAM LAKE,117482,573754,2,Western,PMapWest01,11748201
1393,21,COBHAM LAKE,117481,573754,3,Western,PMapWest01,11748102
1393,21,COBHAM LAKE,117481,573754,3,Western,PMapWest01,11748101
1393,21,COBHAM LAKE,117480,573754,4,Western,PMapWest01,11748001
1394,76,COLLYWARRY,117369,573755,1,Western,PMapWest01,11736902
1394,76,COLLYWARRY,117369,573755,1,Western,PMapWest01,11736901
1394,76,COLLYWARRY,117370,573755,2,Western,PMapWest01,11737001
1395,65,CONNULPIE DOWNS,117393,573756,1,Western,PMapWest01,11739301
1396,292,COOBUNG,116979,573757,1,Western,PMapWest01,11697901
1397,264,COOLABAH,117026,573758,1,Western,PMapWest01,11702601
1397,264,COOLABAH,117025,573758,2,Western,PMapWest01,11702502
1397,264,COOLABAH,117025,573758,2,Western,PMapWest01,11702501
1397,264,COOLABAH,117024,573758,3,Western,PMapWest01,11702401
1397,264,COOLABAH,117023,573758,4,Western,PMapWest01,11702304
1397,264,COOLABAH,117023,573758,4,Western,PMapWest01,11702303
1397,264,COOLABAH,117023,573758,4,Western,PMapWest01,11702302
1397,264,COOLABAH,117023,573758,4,Western,PMapWest01,11702301
1398,265,COOLEBAH,117022,573759,1,Western,PMapWest01,11702201
1399,32,CORELLA,117462,573760,1,Western,PMapWest01,11746201
1399,32,CORELLA,117461,573760,2,Western,PMapWest01,11746101
1399,32,CORELLA,117460,573760,3,Western,PMapWest01,11746001
139,314,STONEY BATTER,101208,572448,1,Eastern,PMapEast04,10120801
139,314,STONEY BATTER,101209,572448,2,Eastern,PMapEast04,10120901
139,314,STONEY BATTER,101209,572448,2,Eastern,PMapEast04,10120902
13,547,BENDARBO,100774,572313,1,Eastern,PMapEast01,10077402
13,547,BENDARBO,100774,572313,1,Eastern,PMapEast01,10077401
13,547,BENDARBO,100773,572313,2,Eastern,PMapEast01,10077301
1400,195,CORONA,117149,573761,1,Western,PMapWest01,11714904
1400,195,CORONA,117149,573761,1,Western,PMapWest01,11714903
1400,195,CORONA,117149,573761,1,Western,PMapWest01,11714902
1400,195,CORONA,117149,573761,1,Western,PMapWest01,11714901
1400,195,CORONA,117148,573761,2,Western,PMapWest01,11714802
1400,195,CORONA,117148,573761,2,Western,PMapWest01,11714801
1401,244,KINCHEGA,117062,573762,1,Western,PMapWest02,11706203
1401,244,KINCHEGA,117062,573762,1,Western,PMapWest02,11706202
1401,244,KINCHEGA,117062,573762,1,Western,PMapWest02,11706201
1402,170,LAKE VICTORIA,117194,573763,1,Western,PMapWest02,11719402
1402,170,LAKE VICTORIA,117194,573763,1,Western,PMapWest02,11719401
1402,170,LAKE VICTORIA,117193,573763,2,Western,PMapWest02,11719301
1403,34,LANGAWIRRA,117458,573764,1,Western,PMapWest02,11745801
1403,34,LANGAWIRRA,117457,573764,2,Western,PMapWest02,11745701
1404,235,LERIDA,117077,573765,1,Western,PMapWest02,11707701
1404,235,LERIDA,117076,573765,2,Western,PMapWest02,11707601
1405,56,CORONGA DOWNS,117411,573766,1,Western,PMapWest01,11741101
1405,56,CORONGA DOWNS,117410,573766,2,Western,PMapWest01,11741001
1405,56,CORONGA DOWNS,117409,573766,3,Western,PMapWest01,11740901
1406,210,CORONGA PEAK,117120,573767,1,Western,PMapWest01,11712001
1406,210,CORONGA PEAK,117119,573767,2,Western,PMapWest01,11711901
1407,258,CORRONG,117036,573768,1,Western,PMapWest01,11703601
1407,258,CORRONG,117035,573768,2,Western,PMapWest01,11703501
1408,36,CULPAULIN,117454,573769,1,Western,PMapWest01,11745401
1409,178,CULTOWA,117182,573770,1,Western,PMapWest01,11718201
1409,178,CULTOWA,117181,573770,2,Western,PMapWest01,11718101
140,75,YARRARA,101727,572449,1,Eastern,PMapEast05,10172701
140,75,YARRARA,101726,572449,2,Eastern,PMapEast05,10172601
1410,184,CURRANYALPA,117171,573771,1,Western,PMapWest01,11717101
1411,49,CUTHOWARRA,117432,573772,1,Western,PMapWest01,11743202
1411,49,CUTHOWARRA,117432,573772,1,Western,PMapWest01,11743201
1412,214,CUTHRO,117105,573773,1,Western,PMapWest01,11710502
1412,214,CUTHRO,117105,573773,1,Western,PMapWest01,11710501
1413,287,DARLING BLOCK D,116988,573774,1,Western,PMapWest01,11698801
1413,287,DARLING BLOCK D,116987,573774,2,Western,PMapWest01,11698701
1414,48,DELALAH DOWNS,117434,573775,1,Western,PMapWest01,11743401
1414,48,DELALAH DOWNS,117433,573775,2,Western,PMapWest01,11743301
1415,273,DENMAN,117011,573776,1,Western,PMapWest01,11701101
1415,273,DENMAN,117010,573776,2,Western,PMapWest01,11701001
1416,162,DINE DINE,117207,573777,1,Western,PMapWest01,11720701
1416,162,DINE DINE,117206,573777,2,Western,PMapWest01,11720601
1417,171,DORADILLA,117192,573778,1,Western,PMapWest01,11719201
1418,242,LLANILLO,117066,573779,1,Western,PMapWest02,11706601
1418,242,LLANILLO,117065,573779,2,Western,PMapWest02,11706501
1419,198,LOWER LILA,117143,573780,1,Western,PMapWest02,11714301
1419,198,LOWER LILA,117142,573780,2,Western,PMapWest02,11714201
1419,198,LOWER LILA,117141,573780,3,Western,PMapWest02,11714101
141,387,YARROWITCH,101073,572450,1,Eastern,PMapEast05,10107301
141,387,YARROWITCH,101072,572450,2,Eastern,PMapEast05,10107201
1420,180,DUNGALEAR,117177,573781,1,Western,PMapWest01,11717702
1420,180,DUNGALEAR,117177,573781,1,Western,PMapWest01,11717701
1420,180,DUNGALEAR,117176,573781,2,Western,PMapWest01,11717601
1421,302,LOWER NILGIE,116965,573782,1,Western,PMapWest02,11696501
1422,42,MAGENTA,117446,573783,1,Western,PMapWest02,11744601
1422,42,MAGENTA,117445,573783,2,Western,PMapWest02,11744501
1422,42,MAGENTA,117444,573783,3,Western,PMapWest02,11744401
1423,240,DUNLOP,117070,573784,1,Western,PMapWest01,11707001
1423,240,DUNLOP,117069,573784,2,Western,PMapWest01,11706902
1423,240,DUNLOP,117069,573784,2,Western,PMapWest01,11706901
1423,240,DUNLOP,117068,573784,3,Western,PMapWest01,11706801
1424,23,MALLARA,117479,573785,1,Western,PMapWest02,11747901
1424,23,MALLARA,117478,573785,2,Western,PMapWest02,11747801
1424,23,MALLARA,117477,573785,3,Western,PMapWest02,11747701
1425,75,EAST BOGAN NO 15,117371,573786,1,Western,PMapWest01,11737102
1425,75,EAST BOGAN NO 15,117371,573786,1,Western,PMapWest01,11737101
1425,75,EAST BOGAN NO 15,117372,573786,2,Western,PMapWest01,11737202
1425,75,EAST BOGAN NO 15,117372,573786,2,Western,PMapWest01,11737201
1426,91,MALLEE CLIFFS,117342,573787,1,Western,PMapWest02,11734201
1427,282,EAST BOGAN NO 16,116994,573788,1,Western,PMapWest01,11699401
1427,282,EAST BOGAN NO 16,116993,573788,2,Western,PMapWest01,11699301
1428,43,ELSINORA,117443,573789,1,Western,PMapWest01,11744302
1428,43,ELSINORA,117443,573789,1,Western,PMapWest01,11744301
1428,43,ELSINORA,117442,573789,2,Western,PMapWest01,11744201
1429,237,MANFRED,117074,573790,1,Western,PMapWest02,11707401
142,243,YELLOWIN,101358,572451,1,Eastern,PMapEast05,10135801
142,243,YELLOWIN,101358,572451,1,Eastern,PMapEast05,10135802
142,243,YELLOWIN,101357,572451,2,Eastern,PMapEast05,10135701
1430,222,EREMERAN,117093,573791,1,Western,PMapWest01,11709301
1431,311,EUABALONG,116949,573792,1,Western,PMapWest01,11694902
1431,311,EUABALONG,116949,573792,1,Western,PMapWest01,11694901
1431,311,EUABALONG,116948,573792,2,Western,PMapWest01,11694802
1431,311,EUABALONG,116948,573792,2,Western,PMapWest01,11694801
1432,221,EUSTON,117095,573793,1,Western,PMapWest01,11709501
1432,221,EUSTON,117094,573793,2,Western,PMapWest01,11709401
1433,134,FLORIDA,117262,573794,1,Western,PMapWest01,11726201
1433,134,FLORIDA,117261,573794,2,Western,PMapWest01,11726101
1434,46,FORT BOURKE,117437,573795,1,Western,PMapWest01,11743701
1435,40,FROMES CREEK,117448,573796,1,Western,PMapWest01,11744801
1436,157,GARNPUNG,117217,573797,1,Western,PMapWest01,11721701
1437,85,GIDGEE,117353,573798,1,Western,PMapWest01,11735301
1438,208,GINGIE,117124,573799,1,Western,PMapWest01,11712401
1438,208,GINGIE,117123,573799,2,Western,PMapWest01,11712301
1439,62,MARANOA,117399,573800,1,Western,PMapWest02,11739901
1439,62,MARANOA,117398,573800,2,Western,PMapWest02,11739801
1439,62,MARANOA,117397,573800,3,Western,PMapWest02,11739701
143,504,YULLUNDRY,100850,572453,1,Eastern,PMapEast05,10085003
143,504,YULLUNDRY,100850,572453,1,Eastern,PMapEast05,10085004
143,504,YULLUNDRY,100850,572453,1,Eastern,PMapEast05,10085002
143,504,YULLUNDRY,100850,572453,1,Eastern,PMapEast05,10085001
143,504,YULLUNDRY,100849,572453,2,Eastern,PMapEast05,10084901
1440,113,GLENLYON,117303,573801,1,Western,PMapWest01,11730301
1440,113,GLENLYON,117302,573801,2,Western,PMapWest01,11730201
1441,186,GNALTA,117165,573802,1,Western,PMapWest01,11716501
1441,186,GNALTA,117164,573802,2,Western,PMapWest01,11716401
1442,66,GNOMERY,117392,573803,1,Western,PMapWest01,11739201
1442,66,GNOMERY,117391,573803,2,Western,PMapWest01,11739102
1442,66,GNOMERY,117391,573803,2,Western,PMapWest01,11739101
1442,66,GNOMERY,117390,573803,3,Western,PMapWest01,11739001
1443,61,MARMA,117400,573804,1,Western,PMapWest02,11740001
1444,103,MARRA,117321,573805,1,Western,PMapWest02,11732101
1444,103,MARRA,117320,573805,2,Western,PMapWest02,11732001
1445,12,MEADOWS,117503,573806,1,Western,PMapWest02,11750301
1446,149,MERRI MERRIWA,117227,573807,1,Western,PMapWest02,11722701
1447,187,MERUNGLE,117163,573808,1,Western,PMapWest02,11716301
1447,187,MERUNGLE,117162,573808,2,Western,PMapWest02,11716202
1447,187,MERUNGLE,117162,573808,2,Western,PMapWest02,11716201
1447,187,MERUNGLE,117161,573808,3,Western,PMapWest02,11716101
1448,125,MILROY,117279,573810,1,Western,PMapWest02,11727901
1448,125,MILROY,117278,573810,2,Western,PMapWest02,11727801
1448,125,MILROY,117277,573810,3,Western,PMapWest02,11727701
1448,125,MILROY,117276,573810,4,Western,PMapWest02,11727601
1449,268,MOGIL MOGIL,117019,573811,1,Western,PMapWest02,11701901
1449,268,MOGIL MOGIL,117018,573811,2,Western,PMapWest02,11701801
1449,268,MOGIL MOGIL,117017,573811,3,Western,PMapWest02,11701701
144,632,BACK DAROUBALGIE,136399,572454,1,Central,PMapCent01,13639901
144,632,BACK DAROUBALGIE,136398,572454,2,Central,PMapCent01,13639801
1450,71,MOIRA PLAINS,117380,573812,1,Western,PMapWest02,11738001
1450,71,MOIRA PLAINS,117379,573812,2,Western,PMapWest02,11737901
1451,69,MOLTEN PLAINS,117385,573813,1,Western,PMapWest02,11738501
