mapid,run_number,run_name,barcode,map_no,sheet,division,cd_title,image_id
1000,46,ELI ELWAH,100649,573345,1,Central,PMapCent03,10064902
1000,46,ELI ELWAH,100649,573345,1,Central,PMapCent03,10064901
1000,46,ELI ELWAH,100648,573345,2,Central,PMapCent03,10064801
1001,150,ELLENGERAH,100448,573346,1,Central,PMapCent03,10044801
1001,150,ELLENGERAH,100448,573346,1,Central,PMapCent03,10044802
1001,150,ELLENGERAH,100447,573346,2,Central,PMapCent03,10044701
1001,150,ELLENGERAH,100446,573346,3,Central,PMapCent03,10044601
1002,715,ELONG ELONG,136241,573347,1,Central,PMapCent03,13624101
1003,288,EMU PLAINS,100166,573348,1,Central,PMapCent03,10016602
1003,288,EMU PLAINS,100166,573348,1,Central,PMapCent03,10016604
1003,288,EMU PLAINS,100166,573348,1,Central,PMapCent03,10016603
1003,288,EMU PLAINS,100166,573348,1,Central,PMapCent03,10016601
1003,288,EMU PLAINS,100165,573348,2,Central,PMapCent03,10016501
1004,322,ERINGANERING,100095,573349,1,Central,PMapCent03,10009501
1004,322,ERINGANERING,100094,573349,2,Central,PMapCent03,10009401
1005,100,ESPERANCE,100536,573350,1,Central,PMapCent03,10053601
1006,365,EUGLO,100013,573351,1,Central,PMapCent03,10001304
1006,365,EUGLO,100013,573351,1,Central,PMapCent03,10001302
1006,365,EUGLO,100013,573351,1,Central,PMapCent03,10001301
1006,365,EUGLO,100013,573351,1,Central,PMapCent03,10001303
1006,365,EUGLO,100012,573351,2,Central,PMapCent03,10001201
1007,656,EUGOURA,136348,573352,1,Central,PMapCent03,13634802
1007,656,EUGOURA,136348,573352,1,Central,PMapCent03,13634801
1007,656,EUGOURA,136347,573352,2,Central,PMapCent03,13634701
1008,466,EUNONYHAREENYHA,136721,573353,1,Central,PMapCent03,13672102
1008,466,EUNONYHAREENYHA,136721,573353,1,Central,PMapCent03,13672101
1008,466,EUNONYHAREENYHA,136720,573353,2,Central,PMapCent03,13672001
1009,11,EURIE EURIE,100718,573354,1,Central,PMapCent03,10071801
1009,11,EURIE EURIE,100718,573354,1,Central,PMapCent03,10071802
1009,11,EURIE EURIE,100718,573354,1,Central,PMapCent03,10071803
1009,11,EURIE EURIE,100718,573354,1,Central,PMapCent03,10071804
1009,11,EURIE EURIE,100717,573354,2,Central,PMapCent03,10071701
100,361,TOOLOOM AND WOODENBONG,101122,572406,1,Eastern,PMapEast05,10112203
100,361,TOOLOOM AND WOODENBONG,101122,572406,1,Eastern,PMapEast05,10112204
100,361,TOOLOOM AND WOODENBONG,101122,572406,1,Eastern,PMapEast05,10112202
100,361,TOOLOOM AND WOODENBONG,101122,572406,1,Eastern,PMapEast05,10112201
100,361,TOOLOOM AND WOODENBONG,101121,572406,2,Eastern,PMapEast05,10112101
1010,558,EUROKA,136543,573355,1,Central,PMapCent03,13654302
1010,558,EUROKA,136543,573355,1,Central,PMapCent03,13654301
1011,714,EUROMBEDAH,136243,573356,1,Central,PMapCent03,13624302
1011,714,EUROMBEDAH,136243,573356,1,Central,PMapCent03,13624301
1011,714,EUROMBEDAH,136243,573356,1,Central,PMapCent03,13624303
1011,714,EUROMBEDAH,136243,573356,1,Central,PMapCent03,13624305
1011,714,EUROMBEDAH,136243,573356,1,Central,PMapCent03,13624306
1011,714,EUROMBEDAH,136243,573356,1,Central,PMapCent03,13624304
1011,714,EUROMBEDAH,136242,573356,2,Central,PMapCent03,13624201
1012,130,FLAGSTONE CREEK,100483,573357,1,Central,PMapCent03,10048302
1012,130,FLAGSTONE CREEK,100483,573357,1,Central,PMapCent03,10048301
1012,130,FLAGSTONE CREEK,100482,573357,2,Central,PMapCent03,10048201
1013,182,FORDS CREEK,100382,573358,1,Central,PMapCent03,10038202
1013,182,FORDS CREEK,100382,573358,1,Central,PMapCent03,10038201
1013,182,FORDS CREEK,100381,573358,2,Central,PMapCent03,10038101
1014,716,FOUR MILE CREEK,136240,573359,1,Central,PMapCent03,13624002
1014,716,FOUR MILE CREEK,136240,573359,1,Central,PMapCent03,13624001
1014,716,FOUR MILE CREEK,136239,573359,2,Central,PMapCent03,13623901
1015,571,GALARAGAMBONE,136516,573360,1,Central,PMapCent03,13651601
1015,571,GALARAGAMBONE,136515,573360,2,Central,PMapCent03,13651501
1015,571,GALARAGAMBONE,136514,573360,3,Central,PMapCent03,13651401
1016,402,GANBER GANBER EAST,136855,573361,1,Central,PMapCent03,13685501
1016,402,GANBER GANBER EAST,136854,573361,2,Central,PMapCent03,13685401
1017,96,GANMAIN,100547,573362,1,Central,PMapCent03,10054703
1017,96,GANMAIN,100547,573362,1,Central,PMapCent03,10054704
1017,96,GANMAIN,100547,573362,1,Central,PMapCent03,10054701
1017,96,GANMAIN,100547,573362,1,Central,PMapCent03,10054702
1017,96,GANMAIN,100546,573362,2,Central,PMapCent03,10054601
1017,96,GANMAIN,100546,573362,2,Central,PMapCent03,10054603
1017,96,GANMAIN,100546,573362,2,Central,PMapCent03,10054602
1017,96,GANMAIN,100546,573362,2,Central,PMapCent03,10054604
1017,96,GANMAIN,100545,573362,3,Central,PMapCent03,10054501
1017,96,GANMAIN,100544,573362,4,Central,PMapCent03,10054401
1018,95,GARRAWILLA,100549,573363,1,Central,PMapCent03,10054903
1018,95,GARRAWILLA,100549,573363,1,Central,PMapCent03,10054904
1018,95,GARRAWILLA,100549,573363,1,Central,PMapCent03,10054901
1018,95,GARRAWILLA,100549,573363,1,Central,PMapCent03,10054902
1018,95,GARRAWILLA,100548,573363,2,Central,PMapCent03,10054801
1019,149,GEERON OR DERANGIBAL,100449,573364,1,Central,PMapCent03,10044901
101,191,TOOMOOROOMA,101458,572407,1,Eastern,PMapEast05,10145801
101,191,TOOMOOROOMA,101457,572407,2,Eastern,PMapEast05,10145701
1020,271,GENNAREN,100198,573366,1,Central,PMapCent03,10019801
1020,271,GENNAREN,100197,573366,2,Central,PMapCent03,10019701
1021,361,GERAMY,100020,573367,1,Central,PMapCent03,10002001
1022,444,GEWEROO,136767,573368,1,Central,PMapCent03,13676701
1022,444,GEWEROO,136766,573368,2,Central,PMapCent03,13676601
1023,659,HOWLONG,136343,573369,1,Central,PMapCent04,13634302
1023,659,HOWLONG,136343,573369,1,Central,PMapCent04,13634301
1023,659,HOWLONG,136342,573369,2,Central,PMapCent04,13634201
1024,405,HUNTAWANG,136847,573370,1,Central,PMapCent04,13684702
1024,405,HUNTAWANG,136847,573370,1,Central,PMapCent04,13684704
1024,405,HUNTAWANG,136847,573370,1,Central,PMapCent04,13684703
1024,405,HUNTAWANG,136847,573370,1,Central,PMapCent04,13684701
1024,405,HUNTAWANG,136846,573370,2,Central,PMapCent04,13684601
1025,585,IANDRA,136487,573371,1,Central,PMapCent04,13648701
1025,585,IANDRA,136486,573371,2,Central,PMapCent04,13648601
1026,203,GIBBICAN,100338,573372,1,Central,PMapCent04,10033801
1026,203,GIBBICAN,100337,573372,2,Central,PMapCent04,10033701
1027,333,GIDGENBOYNE,100072,573373,1,Central,PMapCent04,10007201
1027,333,GIDGENBOYNE,100071,573373,2,Central,PMapCent04,10007101
1028,120,ILLILIWA,100503,573374,1,Central,PMapCent04,10050303
1028,120,ILLILIWA,100503,573374,1,Central,PMapCent04,10050305
1028,120,ILLILIWA,100503,573374,1,Central,PMapCent04,10050306
1028,120,ILLILIWA,100503,573374,1,Central,PMapCent04,10050304
1028,120,ILLILIWA,100503,573374,1,Central,PMapCent04,10050302
1028,120,ILLILIWA,100503,573374,1,Central,PMapCent04,10050301
1028,120,ILLILIWA,100502,573374,2,Central,PMapCent04,10050201
1029,645,ILLUMURGALIA EAST,136374,573375,1,Central,PMapCent04,13637401
1029,645,ILLUMURGALIA EAST,136373,573375,2,Central,PMapCent04,13637301
1029,645,ILLUMURGALIA EAST,136372,573375,3,Central,PMapCent04,13637201
102,116,TUMBERUMBA,101624,572408,1,Eastern,PMapEast05,10162401
102,116,TUMBERUMBA,101624,572408,1,Eastern,PMapEast05,10162402
102,116,TUMBERUMBA,101623,572408,2,Eastern,PMapEast05,10162301
1030,92,GILLENDOON,100555,573376,1,Central,PMapCent04,10055502
1030,92,GILLENDOON,100555,573376,1,Central,PMapCent04,10055501
1030,92,GILLENDOON,100554,573376,2,Central,PMapCent04,10055401
1031,319,GILLINGHALL,100100,573377,1,Central,PMapCent04,10010001
1031,319,GILLINGHALL,100099,573377,2,Central,PMapCent04,10009901
1032,147,JUNEE,100453,573378,1,Central,PMapCent04,10045302
1032,147,JUNEE,100453,573378,1,Central,PMapCent04,10045301
1032,147,JUNEE,100453,573378,1,Central,PMapCent04,10045303
1032,147,JUNEE,100453,573378,1,Central,PMapCent04,10045304
1032,147,JUNEE,100452,573378,2,Central,PMapCent04,10045201
1033,140,GINEROI,100463,573379,1,Central,PMapCent04,10046302
1033,140,GINEROI,100463,573379,1,Central,PMapCent04,10046304
1033,140,GINEROI,100463,573379,1,Central,PMapCent04,10046303
1033,140,GINEROI,100463,573379,1,Central,PMapCent04,10046301
1033,140,GINEROI,100462,573379,2,Central,PMapCent04,10046201
1034,708,KEERA,136256,573380,1,Central,PMapCent04,13625601
1034,708,KEERA,136256,573380,1,Central,PMapCent04,13625602
1034,708,KEERA,136256,573380,1,Central,PMapCent04,13625606
1034,708,KEERA,136256,573380,1,Central,PMapCent04,13625605
1034,708,KEERA,136256,573380,1,Central,PMapCent04,13625604
1034,708,KEERA,136256,573380,1,Central,PMapCent04,13625603
1034,708,KEERA,136255,573380,2,Central,PMapCent04,13625501
1035,538,GINGHET,136585,573381,1,Central,PMapCent04,13658501
1035,538,GINGHET,136584,573381,2,Central,PMapCent04,13658401
1036,582,KERARBURY,136493,573382,1,Central,PMapCent04,13649301
1036,582,KERARBURY,136492,573382,2,Central,PMapCent04,13649201
1037,327,GLEN QUIN,100084,573383,1,Central,PMapCent04,10008401
1037,327,GLEN QUIN,100083,573383,2,Central,PMapCent04,10008301
1038,219,GOANGRA,100305,573384,1,Central,PMapCent04,10030501
1038,219,GOANGRA,100304,573384,2,Central,PMapCent04,10030401
1039,368,KERRIWAH,100007,573385,1,Central,PMapCent04,10000701
103,133,MULLION,101584,572409,1,Eastern,PMapEast03,10158401
103,133,MULLION,101583,572409,2,Eastern,PMapEast03,10158301
103,133,MULLION,101582,572409,3,Eastern,PMapEast03,10158201
1040,535,GOBBAGOMBALIN AND TOOYAL,136593,573386,1,Central,PMapCent04,13659301
1040,535,GOBBAGOMBALIN AND TOOYAL,136593,573386,1,Central,PMapCent04,13659302
1040,535,GOBBAGOMBALIN AND TOOYAL,136592,573386,2,Central,PMapCent04,13659202
1040,535,GOBBAGOMBALIN AND TOOYAL,136592,573386,2,Central,PMapCent04,13659201
1040,535,GOBBAGOMBALIN AND TOOYAL,136591,573386,3,Central,PMapCent04,13659101
1041,33,KIACATOO,100673,573387,1,Central,PMapCent04,10067301
1041,33,KIACATOO,100672,573387,2,Central,PMapCent04,10067201
1042,728,GONN,136213,573388,1,Central,PMapCent04,13621302
1042,728,GONN,136213,573388,1,Central,PMapCent04,13621301
1042,728,GONN,136212,573388,2,Central,PMapCent04,13621201
1042,728,GONN,136212,573388,2,Central,PMapCent04,13621203
1042,728,GONN,136212,573388,2,Central,PMapCent04,13621204
1042,728,GONN,136212,573388,2,Central,PMapCent04,13621202
1042,728,GONN,136199,573388,3,Central,PMapCent04,13619901
1043,38,KIALGARA,100664,573389,1,Central,PMapCent04,10066402
1043,38,KIALGARA,100664,573389,1,Central,PMapCent04,10066401
1043,38,KIALGARA,100663,573389,2,Central,PMapCent04,10066301
1044,290,KIAMBIR,100162,573390,1,Central,PMapCent04,10016201
1044,290,KIAMBIR,100161,573390,2,Central,PMapCent04,10016101
1045,525,GOOLGUMBLA,136612,573392,1,Central,PMapCent04,13661201
1046,118,KILLARNEY,100505,573393,1,Central,PMapCent04,10050501
1046,118,KILLARNEY,100505,573393,1,Central,PMapCent04,10050502
1046,118,KILLARNEY,100505,573393,1,Central,PMapCent04,10050503
1046,118,KILLARNEY,100505,573393,1,Central,PMapCent04,10050504
1046,118,KILLARNEY,100504,573393,2,Central,PMapCent04,10050401
1047,693,GOOLHI,136280,573394,1,Central,PMapCent04,13628002
1047,693,GOOLHI,136280,573394,1,Central,PMapCent04,13628001
1047,693,GOOLHI,136279,573394,2,Central,PMapCent04,13627901
1048,685,KOLKIBERTOO NORTH,136295,573396,1,Central,PMapCent04,13629502
1048,685,KOLKIBERTOO NORTH,136295,573396,1,Central,PMapCent04,13629501
1049,208,GOORIANAWA,100325,573397,1,Central,PMapCent04,10032503
1049,208,GOORIANAWA,100325,573397,1,Central,PMapCent04,10032504
1049,208,GOORIANAWA,100325,573397,1,Central,PMapCent04,10032502
1049,208,GOORIANAWA,100325,573397,1,Central,PMapCent04,10032501
1049,208,GOORIANAWA,100324,573397,2,Central,PMapCent04,10032401
104,211,TYRINGHAM,101423,572410,1,Eastern,PMapEast05,10142301
104,211,TYRINGHAM,101422,572410,2,Eastern,PMapEast05,10142201
1050,229,GORAH,100283,573399,1,Central,PMapCent04,10028302
1050,229,GORAH,100283,573399,1,Central,PMapCent04,10028301
1050,229,GORAH,100282,573399,2,Central,PMapCent04,10028201
1051,431,KULKI,136792,573400,1,Central,PMapCent04,13679201
1051,431,KULKI,136791,573400,2,Central,PMapCent04,13679101
1052,206,KUCARGO OR TORY WEE WAA,100331,573401,1,Central,PMapCent04,10033101
1052,206,KUCARGO OR TORY WEE WAA,100330,573401,2,Central,PMapCent04,10033001
1053,456,KYEAMBA,136744,573402,1,Central,PMapCent04,13674401
1053,456,KYEAMBA,136743,573402,2,Central,PMapCent04,13674301
1054,162,LAKE COWAL,100422,573403,1,Central,PMapCent04,10042201
1054,162,LAKE COWAL,100421,573403,2,Central,PMapCent04,10042101
1054,162,LAKE COWAL,100420,573403,3,Central,PMapCent04,10042001
1055,701,LAKE COWAL,136266,573404,1,Central,PMapCent04,13626601
1055,701,LAKE COWAL,136266,573404,1,Central,PMapCent04,13626602
1055,701,LAKE COWAL,136265,573404,2,Central,PMapCent04,13626501
1056,429,LALALTEE,136796,573405,1,Central,PMapCent04,13679601
1056,429,LALALTEE,136795,573405,2,Central,PMapCent04,13679501
1057,144,LIEWAH,100458,573406,1,Central,PMapCent04,10045802
1057,144,LIEWAH,100458,573406,1,Central,PMapCent04,10045801
1058,44,GORIAN,100652,573407,1,Central,PMapCent04,10065202
1058,44,GORIAN,100652,573407,1,Central,PMapCent04,10065201
1059,657,LINDSAY,136346,573408,1,Central,PMapCent04,13634601
105,272,UNDERCLIFFE AND RIVERTREE WEST,101298,572411,1,Eastern,PMapEast05,10129801
105,272,UNDERCLIFFE AND RIVERTREE WEST,101298,572411,1,Eastern,PMapEast05,10129802
105,272,UNDERCLIFFE AND RIVERTREE WEST,101297,572411,2,Eastern,PMapEast05,10129701
1060,9,GOURNAMA,100722,573409,1,Central,PMapCent04,10072202
1060,9,GOURNAMA,100722,573409,1,Central,PMapCent04,10072201
1060,9,GOURNAMA,100721,573409,2,Central,PMapCent04,10072101
1061,696,GOWANG,136273,573410,1,Central,PMapCent04,13627301
1062,568,LOWER DROUBALGIE,136523,573411,1,Central,PMapCent04,13652301
1062,568,LOWER DROUBALGIE,136522,573411,2,Central,PMapCent04,13652201
1062,568,LOWER DROUBALGIE,136521,573411,3,Central,PMapCent04,13652101
1063,517,LOWER MITHUL CREEK,136627,573412,1,Central,PMapCent04,13662701
1063,517,LOWER MITHUL CREEK,136626,573412,2,Central,PMapCent04,13662601
1064,411,GRAHWEED,136832,573413,1,Central,PMapCent04,13683201
1064,411,GRAHWEED,136831,573413,2,Central,PMapCent04,13683101
1065,436,LOWER NINGEAR,136783,573414,1,Central,PMapCent05,13678301
1065,436,LOWER NINGEAR,136782,573414,2,Central,PMapCent05,13678201
1066,59,GRALGUMBONE,100621,573415,1,Central,PMapCent04,10062101
1066,59,GRALGUMBONE,100620,573415,2,Central,PMapCent04,10062001
1067,683,MAHONGA,136298,573416,1,Central,PMapCent05,13629801
1068,191,MALARAWAY AND MILLIE NORTH,100362,573417,1,Central,PMapCent05,10036203
1068,191,MALARAWAY AND MILLIE NORTH,100362,573417,1,Central,PMapCent05,10036204
1068,191,MALARAWAY AND MILLIE NORTH,100362,573417,1,Central,PMapCent05,10036202
1068,191,MALARAWAY AND MILLIE NORTH,100362,573417,1,Central,PMapCent05,10036201
1068,191,MALARAWAY AND MILLIE NORTH,100361,573417,2,Central,PMapCent05,10036101
1069,541,MANDAMAH,136578,573418,1,Central,PMapCent05,13657801
106,145,NANANGROE,101557,572412,1,Eastern,PMapEast03,10155701
106,145,NANANGROE,101556,572412,2,Eastern,PMapEast03,10155601
1070,462,MANGOPLAH,136731,573419,1,Central,PMapCent05,13673102
1070,462,MANGOPLAH,136731,573419,1,Central,PMapCent05,13673101
1070,462,MANGOPLAH,136730,573419,2,Central,PMapCent05,13673001
1070,462,MANGOPLAH,136729,573419,3,Central,PMapCent05,13672901
1071,16,MARRAR,100708,573420,1,Central,PMapCent05,10070801
1071,16,MARRAR,100707,573420,2,Central,PMapCent05,10070701
1072,603,MATHOURA,136198,573421,1,Central,PMapCent05,13619804
1072,603,MATHOURA,136198,573421,1,Central,PMapCent05,13619803
1072,603,MATHOURA,136198,573421,1,Central,PMapCent05,13619802
1072,603,MATHOURA,136198,573421,1,Central,PMapCent05,13619801
1073,378,MEDWAY AND GAMBER GAMBER WEST,136902,573422,1,Central,PMapCent05,13690201
1073,378,MEDWAY AND GAMBER GAMBER WEST,136901,573422,2,Central,PMapCent05,13690101
1074,615,MELLOOL,136430,573423,1,Central,PMapCent05,13643001
1074,615,MELLOOL,136430,573423,1,Central,PMapCent05,13643002
1074,615,MELLOOL,136429,573423,2,Central,PMapCent05,13642901
1075,247,MELROSE BLOCK D,100246,573424,1,Central,PMapCent05,10024602
1075,247,MELROSE BLOCK D,100246,573424,1,Central,PMapCent05,10024601
1075,247,MELROSE BLOCK D,100245,573424,2,Central,PMapCent05,10024501
1076,686,MERAH,136294,573425,1,Central,PMapCent05,13629402
1076,686,MERAH,136294,573425,1,Central,PMapCent05,13629403
1076,686,MERAH,136294,573425,1,Central,PMapCent05,13629405
1076,686,MERAH,136294,573425,1,Central,PMapCent05,13629407
1076,686,MERAH,136294,573425,1,Central,PMapCent05,13629408
1076,686,MERAH,136294,573425,1,Central,PMapCent05,13629406
1076,686,MERAH,136294,573425,1,Central,PMapCent05,13629404
1076,686,MERAH,136294,573425,1,Central,PMapCent05,13629401
1076,686,MERAH,136293,573425,2,Central,PMapCent05,13629301
1077,179,MEREBONE,100388,573426,1,Central,PMapCent05,10038801
1077,179,MEREBONE,100388,573426,1,Central,PMapCent05,10038802
1077,179,MEREBONE,100387,573426,2,Central,PMapCent05,10038701
1078,155,MERKADOOL,100437,573427,1,Central,PMapCent05,10043701
1078,155,MERKADOOL,100437,573427,1,Central,PMapCent05,10043702
1078,155,MERKADOOL,100436,573427,2,Central,PMapCent05,10043601
1078,155,MERKADOOL,100435,573427,3,Central,PMapCent05,10043501
1079,211,MEROE,100327,573428,1,Central,PMapCent05,10032701
1079,211,MEROE,100326,573428,2,Central,PMapCent05,10032601
107,213,NARRALLEN,101420,572413,1,Eastern,PMapEast03,10142001
107,213,NARRALLEN,101419,572413,2,Eastern,PMapEast03,10141901
1080,667,MEROOL BAALE CREEK,136324,573429,1,Central,PMapCent05,13632402
1080,667,MEROOL BAALE CREEK,136324,573429,1,Central,PMapCent05,13632401
1080,667,MEROOL BAALE CREEK,136323,573429,2,Central,PMapCent05,13632301
1081,362,MERRIGAL,100019,573430,1,Central,PMapCent05,10001901
1081,362,MERRIGAL,100018,573430,2,Central,PMapCent05,10001801
1082,273,MERRIGAL BACK,100194,573431,1,Central,PMapCent05,10019401
1082,273,MERRIGAL BACK,100193,573431,2,Central,PMapCent05,10019301
1083,468,MERRIGAL MARTHAGUY,136717,573432,1,Central,PMapCent05,13671701
1083,468,MERRIGAL MARTHAGUY,136717,573432,1,Central,PMapCent05,13671702
1083,468,MERRIGAL MARTHAGUY,136716,573432,2,Central,PMapCent05,13671601
1084,623,MERRINGREEN,136417,573433,1,Central,PMapCent05,13641701
1084,623,MERRINGREEN,136416,573433,2,Central,PMapCent05,13641601
1085,103,MERRI MERRIGAL,136187,573434,1,Central,PMapCent05,13618701
1085,103,MERRI MERRIGAL,136186,573434,2,Central,PMapCent05,13618601
1086,589,MERRIWA,136480,573435,1,Central,PMapCent05,13648001
1086,589,MERRIWA,136480,573435,1,Central,PMapCent05,13648002
1086,589,MERRIWA,136479,573435,2,Central,PMapCent05,13647902
1086,589,MERRIWA,136479,573435,2,Central,PMapCent05,13647901
1087,386,MERRYANBONE,136887,573436,1,Central,PMapCent05,13688701
1087,386,MERRYANBONE,136886,573436,2,Central,PMapCent05,13688601
1088,364,GRAWHEY,100015,573437,1,Central,PMapCent04,10001501
1088,364,GRAWHEY,100014,573437,2,Central,PMapCent04,10001401
1089,443,GREENBAR CREEK,136770,573438,1,Central,PMapCent04,13677002
1089,443,GREENBAR CREEK,136770,573438,1,Central,PMapCent04,13677001
1089,443,GREENBAR CREEK,136769,573438,2,Central,PMapCent04,13676901
1089,443,GREENBAR CREEK,136768,573438,3,Central,PMapCent04,13676801
108,308,NEWBOLD GRANGE AND CANGAI,101221,572414,1,Eastern,PMapEast03,10122103
108,308,NEWBOLD GRANGE AND CANGAI,101221,572414,1,Eastern,PMapEast03,10122104
108,308,NEWBOLD GRANGE AND CANGAI,101221,572414,1,Eastern,PMapEast03,10122102
108,308,NEWBOLD GRANGE AND CANGAI,101221,572414,1,Eastern,PMapEast03,10122101
108,308,NEWBOLD GRANGE AND CANGAI,101220,572414,2,Eastern,PMapEast03,10122001
1090,495,GREGADOO,136668,573439,1,Central,PMapCent04,13666801
1090,495,GREGADOO,136667,573439,2,Central,PMapCent04,13666701
1091,430,GROONGAL,136794,573440,1,Central,PMapCent04,13679401
1091,430,GROONGAL,136794,573440,1,Central,PMapCent04,13679402
1091,430,GROONGAL,136793,573440,2,Central,PMapCent04,13679301
1092,577,GRUBBEN PLAINS,136502,573441,1,Central,PMapCent04,13650201
1092,577,GRUBBEN PLAINS,136502,573441,1,Central,PMapCent04,13650202
1092,577,GRUBBEN PLAINS,136501,573441,2,Central,PMapCent04,13650101
1092,577,GRUBBEN PLAINS,136500,573441,3,Central,PMapCent04,13650001
1093,216,GULGO SOUTH,100312,573442,1,Central,PMapCent04,10031201
1093,216,GULGO SOUTH,100311,573442,2,Central,PMapCent04,10031101
1094,49,GUMIN GUMIN,100643,573443,1,Central,PMapCent04,10064302
1094,49,GUMIN GUMIN,100643,573443,1,Central,PMapCent04,10064301
1095,463,GUNAMBIL,136728,573444,1,Central,PMapCent04,13672801
1095,463,GUNAMBIL,136728,573444,1,Central,PMapCent04,13672802
1095,463,GUNAMBIL,136727,573444,2,Central,PMapCent04,13672701
1095,463,GUNAMBIL,136726,573444,3,Central,PMapCent04,13672601
1096,50,GUNDARE,100642,573445,1,Central,PMapCent04,10064201
1096,50,GUNDARE,100642,573445,1,Central,PMapCent04,10064202
1096,50,GUNDARE,100641,573445,2,Central,PMapCent04,10064101
1097,643,GUNNEDAH STATION,136378,573446,1,Central,PMapCent04,13637801
1097,643,GUNNEDAH STATION,136377,573446,2,Central,PMapCent04,13637701
1098,337,GUNNIBONG,100064,573447,1,Central,PMapCent04,10006401
1098,337,GUNNIBONG,100063,573447,2,Central,PMapCent04,10006301
1099,326,GUNNINGBAR,100087,573448,1,Central,PMapCent04,10008701
1099,326,GUNNINGBAR,100087,573448,1,Central,PMapCent04,10008704
1099,326,GUNNINGBAR,100087,573448,1,Central,PMapCent04,10008703
1099,326,GUNNINGBAR,100087,573448,1,Central,PMapCent04,10008702
1099,326,GUNNINGBAR,100086,573448,2,Central,PMapCent04,10008601
1099,326,GUNNINGBAR,100085,573448,3,Central,PMapCent04,10008501
109,309,NEWTON BOYD,101219,572415,1,Eastern,PMapEast04,10121902
109,309,NEWTON BOYD,101219,572415,1,Eastern,PMapEast04,10121904
109,309,NEWTON BOYD,101219,572415,1,Eastern,PMapEast04,10121903
109,309,NEWTON BOYD,101219,572415,1,Eastern,PMapEast04,10121901
109,309,NEWTON BOYD,101218,572415,2,Eastern,PMapEast04,10121801
10,9,BANG BANG,101904,572310,1,Eastern,PMapEast01,10190402
10,9,BANG BANG,101904,572310,1,Eastern,PMapEast01,10190401
10,9,BANG BANG,101903,572310,2,Eastern,PMapEast01,10190301
1100,148,GUNNINGBLAND,100451,573449,1,Central,PMapCent04,10045103
1100,148,GUNNINGBLAND,100451,573449,1,Central,PMapCent04,10045102
1100,148,GUNNINGBLAND,100451,573449,1,Central,PMapCent04,10045101
1100,148,GUNNINGBLAND,100451,573449,1,Central,PMapCent04,10045104
1100,148,GUNNINGBLAND,100450,573449,2,Central,PMapCent04,10045001
1101,486,GUNNING EAST,136685,573450,1,Central,PMapCent04,13668501
1102,6,GURLEY,100726,573451,1,Central,PMapCent04,10072606
1102,6,GURLEY,100726,573451,1,Central,PMapCent04,10072605
1102,6,GURLEY,100726,573451,1,Central,PMapCent04,10072602
1102,6,GURLEY,100726,573451,1,Central,PMapCent04,10072603
1102,6,GURLEY,100726,573451,1,Central,PMapCent04,10072604
1102,6,GURLEY,100726,573451,1,Central,PMapCent04,10072601
1103,139,HADDON RIGG,100465,573452,1,Central,PMapCent04,10046501
1103,139,HADDON RIGG,100465,573452,1,Central,PMapCent04,10046503
1103,139,HADDON RIGG,100465,573452,1,Central,PMapCent04,10046505
1103,139,HADDON RIGG,100465,573452,1,Central,PMapCent04,10046506
1103,139,HADDON RIGG,100465,573452,1,Central,PMapCent04,10046504
1103,139,HADDON RIGG,100465,573452,1,Central,PMapCent04,10046502
1103,139,HADDON RIGG,100464,573452,2,Central,PMapCent04,10046401
1104,169,HADDON RIGGS,100408,573453,1,Central,PMapCent04,10040802
1104,169,HADDON RIGGS,100408,573453,1,Central,PMapCent04,10040801
1104,169,HADDON RIGGS,100407,573453,2,Central,PMapCent04,10040701
1105,227,HANGING ROCK,100287,573454,1,Central,PMapCent04,10028701
1105,227,HANGING ROCK,100287,573454,1,Central,PMapCent04,10028702
1105,227,HANGING ROCK,100286,573454,2,Central,PMapCent04,10028601
1106,409,HARTWOOD,136838,573455,1,Central,PMapCent04,13683802
1106,409,HARTWOOD,136838,573455,1,Central,PMapCent04,13683801
1106,409,HARTWOOD,136837,573455,2,Central,PMapCent04,13683702
1106,409,HARTWOOD,136837,573455,2,Central,PMapCent04,13683701
1106,409,HARTWOOD,136836,573455,3,Central,PMapCent04,13683601
1107,677,HERMITAGE PLAINS BLOCK A2,136307,573456,1,Central,PMapCent04,13630701
1107,677,HERMITAGE PLAINS BLOCK A2,136306,573456,2,Central,PMapCent04,13630601
1108,483,MICABIL,136690,573457,1,Central,PMapCent05,13669002
1108,483,MICABIL,136690,573457,1,Central,PMapCent05,13669001
1109,311,MICKYGUNNEGAL,100119,573458,1,Central,PMapCent05,10011901
1109,311,MICKYGUNNEGAL,100118,573458,2,Central,PMapCent05,10011801
110,112,NORTH CUERINDI,101632,572416,1,Eastern,PMapEast04,10163202
110,112,NORTH CUERINDI,101632,572416,1,Eastern,PMapEast04,10163201
1110,433,MIDDLE FIELD,136789,573459,1,Central,PMapCent05,13678901
1110,433,MIDDLE FIELD,136788,573459,2,Central,PMapCent05,13678801
1111,458,MIDKIN,136739,573460,1,Central,PMapCent05,13673901
1111,458,MIDKIN,136738,573460,2,Central,PMapCent05,13673801
1112,115,MILBY,100511,573461,1,Central,PMapCent05,10051102
1112,115,MILBY,100511,573461,1,Central,PMapCent05,10051101
1112,115,MILBY,100510,573461,2,Central,PMapCent05,10051001
1113,212,MILKENGOWRIE,100319,573462,1,Central,PMapCent05,10031901
