mapid,county,parish,barcode,edition,sheet,year,cd_title,image_id
3339,LINCOLN,COBRAURAGUY,137732,4,1,1925,PMapDB11,13773201
3339,LINCOLN,COBRAURAGUY,147472,4,2,1925,PMapDB11,14747201
333,BARADINE,URAWILKIE,125777,1,1,1892,PMapME02,12577701
333,BARADINE,URAWILKIE,153623,2,1,1892,PMapME02,15362301
3340,LINCOLN,COOLBAGGIE,147471,1,1,1884,PMapDB11,14747101
3340,LINCOLN,COOLBAGGIE,149903,2,1,1901,PMapDB11,14990301
3340,LINCOLN,COOLBAGGIE,147470,3,1,1911,PMapDB11,14747001
3340,LINCOLN,COOLBAGGIE,147469,4,1,1918,PMapDB11,14746901
3340,LINCOLN,COOLBAGGIE,147468,5,1,1938,PMapDB11,14746801
3340,LINCOLN,COOLBAGGIE,147934,6,1,1960,PMapDB11,14793401
3340,LINCOLN,COOLBAGGIE,147934,6,1,1960,PMapDB11,14793402
3341,LINCOLN,DALEY,147467,1,2,1884,PMapDB11,14746701
3341,LINCOLN,DALEY,149904,2,1,1901,PMapDB11,14990401
3341,LINCOLN,DALEY,137733,3,1,1911,PMapDB11,13773301
3341,LINCOLN,DALEY,147466,4,1,1921,PMapDB11,14746601
3341,LINCOLN,DALEY,147465,5,1,1932,PMapDB11,14746501
3341,LINCOLN,DALEY,147464,5,2,1932,PMapDB11,14746401
3341,LINCOLN,DALEY,147933,6,1,1959,PMapDB11,14793301
3341,LINCOLN,DALEY,147933,6,1,1959,PMapDB11,14793302
3342,LINCOLN,DAPPER,137346,1,1,1884,PMapDB11,13734601
3342,LINCOLN,DAPPER,137347,2,1,1900,PMapDB11,13734701
3342,LINCOLN,DAPPER,137348,3,1,1908,PMapDB11,13734801
3342,LINCOLN,DAPPER,137349,3,2,1908,PMapDB11,13734901
3342,LINCOLN,DAPPER,137350,4,1,1920,PMapDB11,13735001
3342,LINCOLN,DAPPER,137351,4,2,1920,PMapDB11,13735101
3342,LINCOLN,DAPPER,137352,5,1,1940,PMapDB11,13735201
3342,LINCOLN,DAPPER,137353,5,2,1940,PMapDB11,13735301
3342,LINCOLN,DAPPER,137354,5,3,1940,PMapDB11,13735401
3343,LINCOLN,DEWAR,137010,2,1,1902,PMapDB11,13701001
3343,LINCOLN,DEWAR,137776,3,1,1938,PMapDB11,13777601
3344,LINCOLN,DONELLY,147463,1,1,1884,PMapDB11,14746301
3344,LINCOLN,DONELLY,137734,2,1,1900,PMapDB11,13773401
3344,LINCOLN,DONELLY,147462,3,1,1919,PMapDB11,14746201
3344,LINCOLN,DONELLY,147461,4,1,1933,PMapDB11,14746101
3344,LINCOLN,DONELLY,147460,5,1,1960,PMapDB11,14746001
3345,LINCOLN,DUBBO,147902,1,1,1884,PMapDB11,14790201
3345,LINCOLN,DUBBO,147901,2,1,1893,PMapDB11,14790101
3345,LINCOLN,DUBBO,149905,3,1,1895,PMapDB11,14990501
3345,LINCOLN,DUBBO,147900,5,1,1910,PMapDB11,14790001
3345,LINCOLN,DUBBO,147899,6,1,1916,PMapDB11,14789901
3345,LINCOLN,DUBBO,147898,7,1,1927,PMapDB11,14789801
3345,LINCOLN,DUBBO,147897,7,2,1927,PMapDB11,14789701
3345,LINCOLN,DUBBO,147896,8,1,1948,PMapDB11,14789601
3345,LINCOLN,DUBBO,147895,8,2,1948,PMapDB11,14789501
3345,LINCOLN,DUBBO,147894,9,1,1958,PMapDB11,14789401
3345,LINCOLN,DUBBO,147932,9,2,1958,PMapDB11,14793201
3345,LINCOLN,DUBBO,147932,9,2,1958,PMapDB11,14793202
3346,LINCOLN,DUNEDOO,137455,1,1,1883,PMapDB12,13745501
3346,LINCOLN,DUNEDOO,149664,2,1,1894,PMapDB12,14966401
3346,LINCOLN,DUNEDOO,147459,3,1,1904,PMapDB12,14745901
3346,LINCOLN,DUNEDOO,147458,3,2,1904,PMapDB12,14745801
3346,LINCOLN,DUNEDOO,147457,4,1,1912,PMapDB12,14745701
3346,LINCOLN,DUNEDOO,147456,5,1,1921,PMapDB12,14745601
3346,LINCOLN,DUNEDOO,147455,6,1,1930,PMapDB12,14745501
3347,LINCOLN,ERSKINE,137735,1,1,1884,PMapDB12,13773501
3347,LINCOLN,ERSKINE,149907,2,1,1895,PMapDB12,14990701
3347,LINCOLN,ERSKINE,137736,3,1,1910,PMapDB12,13773601
3347,LINCOLN,ERSKINE,137737,4,1,1923,PMapDB12,13773701
3347,LINCOLN,ERSKINE,137738,5,1,1931,PMapDB12,13773801
3348,LINCOLN,GAMBA,149908,2,1,1889,PMapDB12,14990801
3348,LINCOLN,GAMBA,137743,3,1,1916,PMapDB12,13774301
3348,LINCOLN,GAMBA,147454,3,2,1916,PMapDB12,14745401
3348,LINCOLN,GAMBA,137031,4,1,1919,PMapDB12,13703101
3348,LINCOLN,GAMBA,147453,4,2,1919,PMapDB12,14745301
3348,LINCOLN,GAMBA,137744,5,1,1933,PMapDB12,13774401
3348,LINCOLN,GAMBA,147452,5,2,1933,PMapDB12,14745201
3349,LINCOLN,GEURIE,137453,1,1,1880,PMapDB12,13745301
3349,LINCOLN,GEURIE,147451,1,2,1880,PMapDB12,14745101
3349,LINCOLN,GEURIE,147450,2,1,1893,PMapDB12,14745001
3349,LINCOLN,GEURIE,147449,2,2,1893,PMapDB12,14744901
3349,LINCOLN,GEURIE,137745,3,1,1905,PMapDB12,13774501
3349,LINCOLN,GEURIE,147448,3,2,1905,PMapDB12,14744801
3349,LINCOLN,GEURIE,137746,4,1,1915,PMapDB12,13774601
3349,LINCOLN,GEURIE,147447,4,2,1915,PMapDB12,14744701
3349,LINCOLN,GEURIE,137251,5,1,1927,PMapDB12,13725101
3349,LINCOLN,GEURIE,147446,5,2,1927,PMapDB12,14744601
3349,LINCOLN,GEURIE,137747,6,1,1948,PMapDB12,13774701
334,BATHURST,ABERFOIL,113501,1,1,1884,PMapOE04,11350101
334,BATHURST,ABERFOIL,113092,2,1,1902,PMapOE04,11309201
334,BATHURST,ABERFOIL,115341,2,3,1932,PMapOE17,11534101
334,BATHURST,ABERFOIL,113500,3,1,1933,PMapOE04,11350001
3350,LINCOLN,GOONOO,147445,1,1,1884,PMapDB12,14744501
3350,LINCOLN,GOONOO,149909,2,1,1901,PMapDB12,14990901
3350,LINCOLN,GOONOO,147444,3,1,1910,PMapDB12,14744401
3350,LINCOLN,GOONOO,137748,4,1,1918,PMapDB12,13774801
3350,LINCOLN,GOONOO,147443,5,1,1931,PMapDB12,14744301
3351,LINCOLN,LINCOLN,137749,1,1,1884,PMapDB12,13774901
3351,LINCOLN,LINCOLN,137750,2,1,1900,PMapDB12,13775001
3351,LINCOLN,LINCOLN,137751,3,1,1914,PMapDB12,13775101
3352,LINCOLN,MACQUARIE,147442,1,1,1882,PMapDB12,14744201
3352,LINCOLN,MACQUARIE,149910,2,1,1892,PMapDB12,14991001
3352,LINCOLN,MACQUARIE,147441,3,1,1908,PMapDB12,14744101
3352,LINCOLN,MACQUARIE,147440,4,1,1923,PMapDB12,14744001
3352,LINCOLN,MACQUARIE,137752,5,1,1931,PMapDB12,13775201
3353,LINCOLN,MEDWAY,137753,1,1,1884,PMapDB12,13775301
3353,LINCOLN,MEDWAY,137754,2,1,1908,PMapDB12,13775401
3353,LINCOLN,MEDWAY,147439,2,2,1908,PMapDB12,14743901
3353,LINCOLN,MEDWAY,137248,3,1,1918,PMapDB12,13724801
3353,LINCOLN,MEDWAY,147438,3,2,1918,PMapDB12,14743801
3353,LINCOLN,MEDWAY,147437,4,1,1939,PMapDB12,14743701
3354,LINCOLN,MICKETYMULGA,137368,1,1,1883,PMapDB12,13736801
3354,LINCOLN,MICKETYMULGA,137369,1,2,1883,PMapDB12,13736901
3354,LINCOLN,MICKETYMULGA,137366,2,1,1887,PMapDB12,13736601
3354,LINCOLN,MICKETYMULGA,137367,2,2,1887,PMapDB12,13736701
3354,LINCOLN,MICKETYMULGA,137365,3,1,1898,PMapDB12,13736501
3354,LINCOLN,MICKETYMULGA,137364,4,1,1908,PMapDB12,13736401
3354,LINCOLN,MICKETYMULGA,137363,5,1,1915,PMapDB12,13736301
3354,LINCOLN,MICKETYMULGA,137362,6,1,1925,PMapDB12,13736201
3354,LINCOLN,MICKETYMULGA,137360,7,1,1935,PMapDB12,13736001
3354,LINCOLN,MICKETYMULGA,137361,7,2,1935,PMapDB12,13736101
3354,LINCOLN,MICKETYMULGA,137359,8,1,1949,PMapDB12,13735901
3355,LINCOLN,MIRRIE,149689,1,1,1917,PMapDB12,14968901
3355,LINCOLN,MIRRIE,137757,2,1,1902,PMapDB12,13775701
3355,LINCOLN,MIRRIE,147436,2,2,1902,PMapDB12,14743601
3355,LINCOLN,MIRRIE,137140,3,1,1922,PMapDB12,13714001
3355,LINCOLN,MIRRIE,147435,3,2,1922,PMapDB12,14743501
3355,LINCOLN,MIRRIE,137777,4,1,1953,PMapDB12,13777701
3355,LINCOLN,MIRRIE,147434,4,2,1953,PMapDB12,14743401
3356,LINCOLN,MITCHELL,137755,1,1,1884,PMapDB12,13775501
3356,LINCOLN,MITCHELL,137756,2,1,1901,PMapDB12,13775601
3356,LINCOLN,MITCHELL,137048,3,1,1915,PMapDB12,13704801
3356,LINCOLN,MITCHELL,137139,4,1,1932,PMapDB12,13713901
3356,LINCOLN,MITCHELL,147433,5,1,1952,PMapDB12,14743301
3357,LINCOLN,MURRUMBIDGERIE,137763,1,1,1884,PMapDB12,13776301
3357,LINCOLN,MURRUMBIDGERIE,149663,2,1,1900,PMapDB12,14966301
3357,LINCOLN,MURRUMBIDGERIE,137764,3,1,1908,PMapDB12,13776401
3357,LINCOLN,MURRUMBIDGERIE,147931,4,1,1916,PMapDB12,14793101
3357,LINCOLN,MURRUMBIDGERIE,137250,5,1,1931,PMapDB12,13725001
3357,LINCOLN,MURRUMBIDGERIE,137765,6,1,1954,PMapDB12,13776501
3357,LINCOLN,MURRUMBIDGERIE,149961,7,1,1967,PMapDB12,14996101
3358,LINCOLN,MURRUNGUNDIE,137759,1,1,1884,PMapDB12,13775901
3358,LINCOLN,MURRUNGUNDIE,149911,2,1,1901,PMapDB12,14991101
3358,LINCOLN,MURRUNGUNDIE,137760,3,1,1910,PMapDB12,13776001
3358,LINCOLN,MURRUNGUNDIE,137761,4,1,1917,PMapDB12,13776101
3358,LINCOLN,MURRUNGUNDIE,137134,5,1,1928,PMapDB12,13713401
3358,LINCOLN,MURRUNGUNDIE,137762,6,1,1942,PMapDB12,13776201
3359,LINCOLN,NARRAN,137188,1,1,1881,PMapDB12,13718801
3359,LINCOLN,NARRAN,149912,2,1,1901,PMapDB12,14991201
3359,LINCOLN,NARRAN,137189,3,1,1910,PMapDB12,13718901
3359,LINCOLN,NARRAN,137358,4,1,1917,PMapDB12,13735801
3359,LINCOLN,NARRAN,137357,5,1,1926,PMapDB12,13735701
3359,LINCOLN,NARRAN,137356,6,1,1935,PMapDB12,13735601
3359,LINCOLN,NARRAN,137355,7,1,1954,PMapDB12,13735501
335,BATHURST,ANSON,113537,1,1,1884,PMapOE04,11353701
335,BATHURST,ANSON,113536,2,1,1894,PMapOE04,11353601
335,BATHURST,ANSON,113535,3,1,1898,PMapOE04,11353501
335,BATHURST,ANSON,113534,4,1,1914,PMapOE04,11353401
3360,LINCOLN,RICHARDSON,137766,1,1,1884,PMapDB12,13776601
3360,LINCOLN,RICHARDSON,137767,2,1,1900,PMapDB12,13776701
3360,LINCOLN,RICHARDSON,137769,3,1,1916,PMapDB12,13776901
3360,LINCOLN,RICHARDSON,147432,3,2,1916,PMapDB12,14743201
3360,LINCOLN,RICHARDSON,137073,4,1,1925,PMapDB12,13707301
3360,LINCOLN,RICHARDSON,147431,4,2,1925,PMapDB12,14743101
3360,LINCOLN,RICHARDSON,137768,5,1,1936,PMapDB12,13776801
3361,LINCOLN,SPRING CREEK,149662,1,1,1881,PMapDB12,14966201
3361,LINCOLN,SPRING CREEK,149662,1,1,1881,PMapDB12,14966202
3361,LINCOLN,SPRING CREEK,149662,1,1,1881,PMapDB12,14966203
3361,LINCOLN,SPRING CREEK,149662,1,1,1881,PMapDB12,14966204
3361,LINCOLN,SPRING CREEK,137770,2,1,1902,PMapDB12,13777001
3361,LINCOLN,SPRING CREEK,137075,3,1,1922,PMapDB12,13707501
3361,LINCOLN,SPRING CREEK,137771,4,1,1939,PMapDB12,13777101
3362,LINCOLN,TAYLOR,137454,1,1,1883,PMapDB12,13745401
3362,LINCOLN,TAYLOR,149661,2,1,1894,PMapDB12,14966101
3362,LINCOLN,TAYLOR,147430,3,1,1910,PMapDB12,14743001
3362,LINCOLN,TAYLOR,147429,4,1,1915,PMapDB12,14742901
3362,LINCOLN,TAYLOR,147428,5,1,1921,PMapDB12,14742801
3362,LINCOLN,TAYLOR,147427,6,1,1932,PMapDB12,14742701
3363,LINCOLN,TENANDRA,137422,1,1,1884,PMapDB12,13742201
3363,LINCOLN,TENANDRA,147426,1,2,1884,PMapDB12,14742601
3363,LINCOLN,TENANDRA,147425,2,1,1892,PMapDB12,14742501
3363,LINCOLN,TENANDRA,137778,3,1,1902,PMapDB12,13777801
3363,LINCOLN,TENANDRA,147424,3,2,1902,PMapDB12,14742401
3363,LINCOLN,TENANDRA,137779,4,1,1916,PMapDB12,13777901
3363,LINCOLN,TENANDRA,147423,4,2,1916,PMapDB12,14742301
3363,LINCOLN,TENANDRA,137780,5,1,1926,PMapDB12,13778001
3363,LINCOLN,TENANDRA,147422,5,2,1926,PMapDB12,14742201
3364,LINCOLN,TERRAMUNGAMINE,149660,1,1,1881,PMapDB12,14966001
3364,LINCOLN,TERRAMUNGAMINE,149660,1,1,1881,PMapDB12,14966002
3364,LINCOLN,TERRAMUNGAMINE,149660,1,1,1881,PMapDB12,14966003
3364,LINCOLN,TERRAMUNGAMINE,149660,1,1,1881,PMapDB12,14966004
3364,LINCOLN,TERRAMUNGAMINE,147421,2,1,1902,PMapDB12,14742101
3364,LINCOLN,TERRAMUNGAMINE,147420,3,1,1914,PMapDB12,14742001
3364,LINCOLN,TERRAMUNGAMINE,147419,4,1,1923,PMapDB12,14741901
3364,LINCOLN,TERRAMUNGAMINE,147418,5,1,1955,PMapDB12,14741801
3364,LINCOLN,TERRAMUNGAMINE,147417,6,2, ,PMapDB12,14741701
3365,LINCOLN,TUCKLAND,137781,1,1,1884,PMapDB12,13778101
3365,LINCOLN,TUCKLAND,147416,2,1,1900,PMapDB12,14741601
3365,LINCOLN,TUCKLAND,147415,3,1,1914,PMapDB12,14741501
3365,LINCOLN,TUCKLAND,147414,4,1,1928,PMapDB12,14741401
3366,LINCOLN,WALLAROO,147413,2,1,1903,PMapDB12,14741301
3366,LINCOLN,WALLAROO,147412,3,1,1914,PMapDB12,14741201
3366,LINCOLN,WALLAROO,147411,4,1,1923,PMapDB12,14741101
3366,LINCOLN,WALLAROO,147410,5,1,1939,PMapDB12,14741001
3367,LINCOLN,WARRIE,147409,1,1,1884,PMapDB12,14740901
3367,LINCOLN,WARRIE,149913,2,1,1891,PMapDB12,14991301
3367,LINCOLN,WARRIE,137782,3,1,1908,PMapDB12,13778201
3367,LINCOLN,WARRIE,137783,4,1,1916,PMapDB12,13778301
3367,LINCOLN,WARRIE,137136,5,1,1929,PMapDB12,13713601
3367,LINCOLN,WARRIE,137784,6,1,1949,PMapDB12,13778401
3368,LINCOLN,YARINDURY,137786,1,1,1884,PMapDB12,13778601
3368,LINCOLN,YARINDURY,149914,2,1,1900,PMapDB12,14991401
3368,LINCOLN,YARINDURY,137787,3,1,1910,PMapDB12,13778701
3368,LINCOLN,YARINDURY,137249,4,1,1923,PMapDB12,13724901
3368,LINCOLN,YARINDURY,137788,5,1,1938,PMapDB12,13778801
3369,LINCOLN,YARROW,137789,1,1,1884,PMapDB12,13778901
3369,LINCOLN,YARROW,149915,2,1,1899,PMapDB12,14991501
3369,LINCOLN,YARROW,137790,3,1,1906,PMapDB12,13779001
3369,LINCOLN,YARROW,147405,4,1,1914,PMapDB12,14740501
3369,LINCOLN,YARROW,147404,5,1,1926,PMapDB12,14740401
336,BATHURST,APSLEY,113563,1,1,1884,PMapOE04,11356301
336,BATHURST,APSLEY,113562,2,1,1899,PMapOE04,11356201
336,BATHURST,APSLEY,113561,3,1,1906,PMapOE04,11356101
336,BATHURST,APSLEY,113090,4,1,1914,PMapOE04,11309001
336,BATHURST,APSLEY,113560,5,1,1931,PMapOE04,11356001
3370,LINCOLN,BOSTON,137372,1,1,1881,PMapDB11,13737201
3370,LINCOLN,BOSTON,147487,2,1,1889,PMapDB11,14748701
3370,LINCOLN,BOSTON,147486,3,1,1904,PMapDB11,14748601
3370,LINCOLN,BOSTON,147485,4,1,1916,PMapDB11,14748501
3370,LINCOLN,BOSTON,147484,5,1,1924,PMapDB11,14748401
3370,LINCOLN,BOSTON,147483,6,1,1935,PMapDB11,14748301
3371,LINCOLN,ELONG ELONG,149906,2,1,1889,PMapDB12,14990601
3371,LINCOLN,ELONG ELONG,137740,3,1,1904,PMapDB12,13774001
3371,LINCOLN,ELONG ELONG,137741,4,1,1921,PMapDB12,13774101
3371,LINCOLN,ELONG ELONG,137742,4,2,1921,PMapDB12,13774201
3372,LINCOLN,WOOROOBOOMI,147408,1,1,1884,PMapDB12,14740801
3372,LINCOLN,WOOROOBOOMI,149659,2,1,1887,PMapDB12,14965901
3372,LINCOLN,WOOROOBOOMI,147407,3,1,1905,PMapDB12,14740701
3372,LINCOLN,WOOROOBOOMI,147406,4,1,1918,PMapDB12,14740601
3372,LINCOLN,WOOROOBOOMI,137785,5,1,1947,PMapDB12,13778501
3373,MACQUARIE,ALBERT,139639,1,1, ,PMapTE05,13963901
3373,MACQUARIE,ALBERT,139639,1,1, ,PMapTE05,13963902
3373,MACQUARIE,ALBERT,139639,1,1, ,PMapTE05,13963903
3373,MACQUARIE,ALBERT,139639,1,1, ,PMapTE05,13963904
3373,MACQUARIE,ALBERT,105753,2,1,1903,PMapTE05,10575301
3373,MACQUARIE,ALBERT,139956,2,1,1903,PMapTE05,13995601
3373,MACQUARIE,ALBERT,105752,3,1,1916,PMapTE05,10575201
3373,MACQUARIE,ALBERT,139637,3,1,1916,PMapTE05,13963701
3373,MACQUARIE,ALBERT,139957,4,1, ,PMapTE05,13995701
3373,MACQUARIE,ALBERT,105751,5,1,1933,PMapTE05,10575101
3373,MACQUARIE,ALBERT,139638,5,1,1933,PMapTE05,13963801
3373,MACQUARIE,ALBERT,139394,6,1, ,PMapMD05,13939401
3374,MACQUARIE,ARAKOON,139319,3,1, ,PMapMD05,13931901
3374,MACQUARIE,ARAKOON,105725,5,1,1913,PMapTE05,10572501
3374,MACQUARIE,ARAKOON,105724,6,1,1923,PMapTE05,10572401
3374,MACQUARIE,ARAKOON,105723,7,1,1933,PMapTE05,10572301
3374,MACQUARIE,ARAKOON,105722,8,1,1957,PMapTE05,10572201
3376,MACQUARIE,BALLENGARA,139323,2,1, ,PMapMD05,13932301
3376,MACQUARIE,BALLENGARA,105733,4,1,1915,PMapTE05,10573301
3376,MACQUARIE,BALLENGARA,105732,5,1,1924,PMapTE05,10573201
3376,MACQUARIE,BALLENGARA,105731,6,1,1943,PMapTE05,10573101
3377,MACQUARIE,BARNARD,105795,2,1,1893,PMapTE05,10579501
3377,MACQUARIE,BARNARD,105796,3,1,1911,PMapTE05,10579601
3377,MACQUARIE,BARNARD,105791,4,1,1921,PMapTE05,10579101
3377,MACQUARIE,BARNARD,105792,5,1,1943,PMapTE05,10579201
3378,MACQUARIE,BELLANGRY,105762,1,1,1882,PMapTE05,10576201
3378,MACQUARIE,BELLANGRY,105763,2,1,1916,PMapTE05,10576301
3378,MACQUARIE,BELLANGRY,105764,3,1,1923,PMapTE05,10576401
3378,MACQUARIE,BELLANGRY,105765,4,1,1931,PMapTE05,10576501
3378,MACQUARIE,BELLANGRY,105766,5,1,1953,PMapTE05,10576601
3379,MACQUARIE,BERANGHI,139190,3,1, ,PMapMD05,13919001
3379,MACQUARIE,BERANGHI,139190,3,1, ,PMapMD05,13919002
3379,MACQUARIE,BERANGHI,139190,3,1, ,PMapMD05,13919003
3379,MACQUARIE,BERANGHI,139190,3,1, ,PMapMD05,13919004
3379,MACQUARIE,BERANGHI,139327,4,1, ,PMapMD05,13932701
3379,MACQUARIE,BERANGHI,105777,5,1,1904,PMapTE05,10577701
3379,MACQUARIE,BERANGHI,139196,6,1, ,PMapMD05,13919601
3379,MACQUARIE,BERANGHI,105776,7,1,1917,PMapTE05,10577601
3379,MACQUARIE,BERANGHI,105775,8,1,1924,PMapTE05,10577501
3379,MACQUARIE,BERANGHI,105774,9,1,1933,PMapTE05,10577401
3379,MACQUARIE,BERANGHI,105773,10,1,1954,PMapTE05,10577301
337,BATHURST,ARKELL,113566,1,1,1884,PMapOE04,11356601
337,BATHURST,ARKELL,113565,2,1,1895,PMapOE04,11356501
337,BATHURST,ARKELL,113564,3,1,1910,PMapOE04,11356401
3380,MACQUARIE,BOBIN,105810,2,1,1897,PMapTE05,10581001
3380,MACQUARIE,BOBIN,139329,2,1,1897,PMapMD05,13932901
3380,MACQUARIE,BOBIN,105801,4,1,1917,PMapTE05,10580101
3380,MACQUARIE,BOBIN,105819,5,1,1925,PMapTE05,10581901
3380,MACQUARIE,BOBIN,105825,6,1,1933,PMapTE05,10582501
3381,MACQUARIE,BULGA,105204,3,1,1914,PMapTE05,10520401
3381,MACQUARIE,BULGA,139958,3,1,1914,PMapTE05,13995801
3381,MACQUARIE,BULGA,105205,3,2,1914,PMapTE05,10520501
3381,MACQUARIE,BULGA,105207,4,1,1920,PMapTE05,10520701
3381,MACQUARIE,BULGA,139643,4,1,1920,PMapTE05,13964301
3381,MACQUARIE,BULGA,105206,4,2,1920,PMapTE05,10520601
3381,MACQUARIE,BULGA,105807,5,1,1929,PMapTE05,10580701
3381,MACQUARIE,BULGA,139642,5,1,1929,PMapTE05,13964201
3381,MACQUARIE,BULGA,105808,6,1,1934,PMapTE05,10580801
3381,MACQUARIE,BULGA,139959,6,1,1934,PMapTE05,13995901
3381,MACQUARIE,BULGA,105749,7,1,1954,PMapTE05,10574901
3382,MACQUARIE,BURRAWAN,139331,2,1, ,PMapMD05,13933101
3382,MACQUARIE,BURRAWAN,105816,3,1,1905,PMapTE05,10581601
3382,MACQUARIE,BURRAWAN,105815,4,1,1911,PMapTE05,10581501
3382,MACQUARIE,BURRAWAN,105814,5,1,1920,PMapTE05,10581401
3382,MACQUARIE,BURRAWAN,105786,6,1,1937,PMapTE05,10578601
3382,MACQUARIE,BURRAWAN,105786,6,1,1937,PMapTE05,10578602
3383,MACQUARIE,CAIRNCROSS,139333,2,1, ,PMapMD05,13933301
3383,MACQUARIE,CAIRNCROSS,139187,3,1, ,PMapMD05,13918701
3383,MACQUARIE,CAIRNCROSS,105788,5,1,1912,PMapTE05,10578801
3383,MACQUARIE,CAIRNCROSS,105809,6,1,1915,PMapTE05,10580901
3383,MACQUARIE,CAIRNCROSS,105787,7,1,1927,PMapTE05,10578701
3383,MACQUARIE,CAIRNCROSS,105748,8,1,1957,PMapTE05,10574801
3384,MACQUARIE,CAMDEN HAVEN,139210,2,1, ,PMapMD05,13921001
3384,MACQUARIE,CAMDEN HAVEN,105783,3,1,1898,PMapTE05,10578301
3384,MACQUARIE,CAMDEN HAVEN,105782,4,1,1905,PMapTE05,10578201
3384,MACQUARIE,CAMDEN HAVEN,105781,5,1,1912,PMapTE05,10578101
3384,MACQUARIE,CAMDEN HAVEN,105780,6,1,1920,PMapTE05,10578001
3384,MACQUARIE,CAMDEN HAVEN,105784,7,1,1927,PMapTE05,10578401
3384,MACQUARIE,CAMDEN HAVEN,105779,8,1,1945,PMapTE05,10577901
3384,MACQUARIE,CAMDEN HAVEN,105129,9,1,1958,PMapTE05,10512901
3384,MACQUARIE,CAMDEN HAVEN,105129,9,1,1958,PMapTE05,10512902
3385,MACQUARIE,COGO,105632,4,1,1911,PMapTE05,10563201
3385,MACQUARIE,COGO,105631,5,1,1918,PMapTE05,10563101
3385,MACQUARIE,COGO,105630,6,1,1926,PMapTE05,10563001
3385,MACQUARIE,COGO,105629,7,1,1936,PMapTE05,10562901
3386,MACQUARIE,COMBOYNE,105684,2,1,1894,PMapTE05,10568401
3386,MACQUARIE,COMBOYNE,139198,5,1, ,PMapMD05,13919801
3386,MACQUARIE,COMBOYNE,105643,6,1,1917,PMapTE05,10564301
3386,MACQUARIE,COMBOYNE,105642,7,1,1924,PMapTE05,10564201
3386,MACQUARIE,COMBOYNE,105644,8,1,1933,PMapTE05,10564401
3386,MACQUARIE,COMBOYNE,139400,8,1,1933,PMapMD05,13940001
3386,MACQUARIE,COMBOYNE,105685,9,1,1943,PMapTE05,10568501
3386,MACQUARIE,COMBOYNE,139207,9,1,1943,PMapMD05,13920701
3387,MACQUARIE,COWANGARA,139960,2,1, ,PMapTE05,13996001
3387,MACQUARIE,COWANGARA,105686,3,1,1911,PMapTE05,10568601
3387,MACQUARIE,COWANGARA,139640,3,1,1911,PMapTE05,13964001
3387,MACQUARIE,COWANGARA,105650,4,1,1921,PMapTE05,10565001
3387,MACQUARIE,COWANGARA,105649,5,1,1932,PMapTE05,10564901
3387,MACQUARIE,COWANGARA,139961,5,1,1932,PMapTE05,13996101
3387,MACQUARIE,COWANGARA,105648,6,1,1946,PMapTE05,10564801
3387,MACQUARIE,COWANGARA,139641,6,1,1946,PMapTE05,13964101
3388,MACQUARIE,CUNDLE,104902,1,1,1885,PMapTE05,10490201
3388,MACQUARIE,CUNDLE,139644,2,1, ,PMapTE05,13964401
3388,MACQUARIE,CUNDLE,139644,2,1, ,PMapTE05,13964402
3388,MACQUARIE,CUNDLE,139644,2,1, ,PMapTE05,13964403
3388,MACQUARIE,CUNDLE,139644,2,1, ,PMapTE05,13964404
3388,MACQUARIE,CUNDLE,105646,3,1,1900,PMapTE05,10564601
3388,MACQUARIE,CUNDLE,139962,3,1,1900,PMapTE05,13996201
3388,MACQUARIE,CUNDLE,105647,5,1,1923,PMapTE05,10564701
3388,MACQUARIE,CUNDLE,139645,5,1,1923,PMapTE05,13964501
3388,MACQUARIE,CUNDLE,105645,6,1,1931,PMapTE05,10564501
3388,MACQUARIE,CUNDLE,139963,6,1,1931,PMapTE05,13996301
3388,MACQUARIE,CUNDLE,105602,7,1,1952,PMapTE05,10560201
3388,MACQUARIE,CUNDLE,105602,7,1,1952,PMapTE05,10560202
3389,MACQUARIE,DAWSON,139646,1,1, ,PMapTE06,13964601
3389,MACQUARIE,DAWSON,139646,1,1, ,PMapTE06,13964602
3389,MACQUARIE,DAWSON,139646,1,1, ,PMapTE06,13964603
3389,MACQUARIE,DAWSON,139646,1,1, ,PMapTE06,13964604
3389,MACQUARIE,DAWSON,105660,2,1,1897,PMapTE06,10566001
3389,MACQUARIE,DAWSON,139964,2,1,1897,PMapTE06,13996401
3389,MACQUARIE,DAWSON,105659,3,1,1905,PMapTE06,10565901
3389,MACQUARIE,DAWSON,139651,4,1, ,PMapTE06,13965101
3389,MACQUARIE,DAWSON,105658,5,1,1922,PMapTE06,10565801
3389,MACQUARIE,DAWSON,139965,5,1,1922,PMapTE06,13996501
3389,MACQUARIE,DAWSON,105657,6,1,1947,PMapTE06,10565701
3389,MACQUARIE,DAWSON,139779,6,1,1947,PMapTE06,13977901
338,BATHURST,BANGAROO,113589,1,1,1884,PMapOE04,11358901
338,BATHURST,BANGAROO,113588,2,1,1898,PMapOE04,11358801
338,BATHURST,BANGAROO,113587,3,1,1908,PMapOE04,11358701
338,BATHURST,BANGAROO,113586,4,1,1918,PMapOE04,11358601
338,BATHURST,BANGAROO,113585,5,1,1928,PMapOE04,11358501
338,BATHURST,BANGAROO,113584,6,1,1933,PMapOE04,11358401
3390,MACQUARIE,DEBENHAM,139633,1,1, ,PMapTE06,13963301
