mapid,county,parish,barcode,edition,sheet,year,cd_title,image_id
1000,BULLER,CAPEEN,149116,1,1, ,PMapGF02,14911601
1000,BULLER,CAPEEN,149117,3,1, ,PMapGF02,14911701
1000,BULLER,CAPEEN,105068,4,1,1919,PMapGF02,10506801
1000,BULLER,CAPEEN,105067,5,1,1924,PMapGF02,10506701
1000,BULLER,CAPEEN,107746,6,1,1939,PMapGF02,10774601
1001,BULLER,CARROLL,150101,1,1,1905,PMapAE02,15010101
1001,BULLER,CARROLL,150102,2,1,1916,PMapAE02,15010201
1001,BULLER,CARROLL,123227,3,1,1939,PMapAE02,12322701
1002,BULLER,CATARACT,150103,1,1,1887,PMapAE02,15010301
1002,BULLER,CATARACT,150104,2,1,1914,PMapAE02,15010401
1002,BULLER,CATARACT,123226,3,1,1936,PMapAE02,12322601
1003,BULLER,CLARENCE,150105,1,1,1884,PMapAE02,15010501
1003,BULLER,CLARENCE,150106,2,1,1904,PMapAE02,15010601
1003,BULLER,CLARENCE,150107,3,1,1919,PMapAE02,15010701
1003,BULLER,CLARENCE,123213,4,1,1932,PMapAE02,12321301
1004,BULLER,CLARIBELL,149118,1,1, ,PMapGF02,14911801
1004,BULLER,CLARIBELL,105065,2,1,1911,PMapGF02,10506501
1004,BULLER,CLARIBELL,107744,3,1,1926,PMapGF02,10774401
1004,BULLER,CLARIBELL,105066,4,1,1927,PMapGF02,10506601
1005,BULLER,COLONGON,150108,1,1,1892,PMapAE02,15010801
1005,BULLER,COLONGON,150109,2,1,1911,PMapAE02,15010901
1005,BULLER,COLONGON,123197,3,1,1928,PMapAE02,12319701
1006,BULLER,CORRY,150110,1,1, ,PMapAE02,15011001
1006,BULLER,CORRY,150111,2,1,1911,PMapAE02,15011101
1006,BULLER,CORRY,123190,3,1,1922,PMapAE02,12319001
1006,BULLER,CORRY,123192,4,1,1945,PMapAE02,12319201
1007,BULLER,COUTTS,149119,1,1, ,PMapGF02,14911901
1007,BULLER,COUTTS,105070,2,1,1909,PMapGF02,10507001
1007,BULLER,COUTTS,105069,3,1,1916,PMapGF02,10506901
1008,BULLER,CULLENDORE,150112,1,1,1887,PMapAE02,15011201
1008,BULLER,CULLENDORE,150113,2,1,1907,PMapAE02,15011301
1008,BULLER,CULLENDORE,123185,3,1,1921,PMapAE02,12318501
1009,BULLER,ELLERSLIE,149120,1,1, ,PMapGF02,14912001
1009,BULLER,ELLERSLIE,105060,2,1,1917,PMapGF02,10506001
1009,BULLER,ELLERSLIE,105059,3,1,1917,PMapGF02,10505901
1009,BULLER,ELLERSLIE,105058,4,1,1929,PMapGF02,10505801
100,ARRAWATTA,HOGARTH,150023,2,1,1908,PMapAE01,15002301
100,ARRAWATTA,HOGARTH,150024,3,1,1920,PMapAE01,15002401
100,ARRAWATTA,HOGARTH,150969,3,1,1920,PMapAE01,15096901
100,ARRAWATTA,HOGARTH,123070,4,1,1933,PMapAE01,12307001
1010,BULLER,EMU,149121,1,1, ,PMapGF02,14912101
1010,BULLER,EMU,105056,2,1,1905,PMapGF02,10505601
1010,BULLER,EMU,105057,3,1,1918,PMapGF02,10505701
1011,BULLER,EVANS,149122,2,1, ,PMapGF02,14912201
1011,BULLER,EVANS,107530,3,1,1921,PMapGF02,10753001
1011,BULLER,EVANS,105055,4,1,1911,PMapGF02,10505501
1011,BULLER,EVANS,105054,5,1,1917,PMapGF02,10505401
1011,BULLER,EVANS,105053,6,1,1938,PMapGF02,10505301
1011,BULLER,EVANS,105052,7,1,1939,PMapGF02,10505201
1012,BULLER,GILGURRY,123116,3,1,1922,PMapAE02,12311601
1013,BULLER,GIRARD,150115,1,1,1887,PMapAE02,15011501
1013,BULLER,GIRARD,150116,2,1,1889,PMapAE02,15011601
1013,BULLER,GIRARD,150116,2,1,1889,PMapAE02,15011602
1013,BULLER,GIRARD,150116,2,1,1889,PMapAE02,15011603
1013,BULLER,GIRARD,150116,2,1,1889,PMapAE02,15011604
1013,BULLER,GIRARD,123112,3,1,1905,PMapAE02,12311201
1013,BULLER,GIRARD,123113,4,1,1923,PMapAE02,12311301
1014,BULLER,GORE,150117,1,1,1886,PMapAE02,15011701
1014,BULLER,GORE,150118,2,1,1902,PMapAE02,15011801
1014,BULLER,GORE,150119,4,1,1921,PMapAE02,15011901
1014,BULLER,GORE,123097,5,1,1935,PMapAE02,12309701
1015,BULLER,JENNY LIND,149123,1,1, ,PMapGF02,14912301
1015,BULLER,JENNY LIND,105051,2,1,1908,PMapGF02,10505101
1015,BULLER,JENNY LIND,105050,3,1,1917,PMapGF02,10505001
1015,BULLER,JENNY LIND,107183,4,1,1931,PMapGF02,10718301
1016,BULLER,KANGAROO,150120,1,1,1886,PMapAE02,15012001
1016,BULLER,KANGAROO,150121,2,1,1904,PMapAE02,15012101
1016,BULLER,KANGAROO,150512,3,1,1919,PMapAE02,15051201
1016,BULLER,KANGAROO,150122,4,1,1919,PMapAE02,15012201
1016,BULLER,KANGAROO,123057,5,1,1932,PMapAE02,12305701
1017,BULLER,KOREELAH,150123,1,1,1886,PMapAE02,15012301
1017,BULLER,KOREELAH,150124,2,1,1895,PMapAE02,15012401
1017,BULLER,KOREELAH,123052,4,1,1915,PMapAE02,12305201
1018,BULLER,LINDSAY,149124,1,1, ,PMapGF02,14912401
1018,BULLER,LINDSAY,107662,2,1,1908,PMapGF02,10766201
1018,BULLER,LINDSAY,107663,3,1,1917,PMapGF02,10766301
1018,BULLER,LINDSAY,107664,4,1,1930,PMapGF02,10766401
1019,BULLER,MANDLE,150125,1,1,1886,PMapAE02,15012501
1019,BULLER,MANDLE,150126,2,1,1904,PMapAE02,15012601
1019,BULLER,MANDLE,123022,3,1,1917,PMapAE02,12302201
101,ARRAWATTA,HOLDFAST,126406,1,1,1879,PMapME01,12640601
101,ARRAWATTA,HOLDFAST,126405,2,1,1897,PMapME01,12640501
101,ARRAWATTA,HOLDFAST,126404,3,1,1916,PMapME01,12640401
101,ARRAWATTA,HOLDFAST,126403,4,1,1933,PMapME01,12640301
1020,BULLER,MARSH,150127,1,1,1886,PMapAE02,15012701
1020,BULLER,MARSH,123018,2,1,1911,PMapAE02,12301801
1021,BULLER,MARYLAND,150128,1,1,1887,PMapAE02,15012801
1021,BULLER,MARYLAND,150129,2,1,1904,PMapAE02,15012901
1021,BULLER,MARYLAND,150130,3,1,1914,PMapAE02,15013001
1021,BULLER,MARYLAND,123016,4,1,1930,PMapAE02,12301601
1021,BULLER,MARYLAND,123017,5,1,1939,PMapAE02,12301701
1022,BULLER,MEARIMB,149125,1,1, ,PMapGF02,14912501
1022,BULLER,MEARIMB,107666,2,1,1911,PMapGF02,10766601
1022,BULLER,MEARIMB,107665,3,1,1921,PMapGF02,10766501
1023,BULLER,PEACOCK,149126,2,1, ,PMapGF02,14912601
1023,BULLER,PEACOCK,105048,3,1,1912,PMapGF02,10504801
1023,BULLER,PEACOCK,105049,4,1,1915,PMapGF02,10504901
1023,BULLER,PEACOCK,105047,5,1,1922,PMapGF02,10504701
1024,BULLER,POCUPAR,149127,1,1, ,PMapGF02,14912701
1024,BULLER,POCUPAR,149128,2,1, ,PMapGF02,14912801
1024,BULLER,POCUPAR,149128,2,1, ,PMapGF02,14912802
1024,BULLER,POCUPAR,149128,2,1, ,PMapGF02,14912803
1024,BULLER,POCUPAR,149128,2,1, ,PMapGF02,14912804
1024,BULLER,POCUPAR,149129,2,1, ,PMapGF02,14912901
1024,BULLER,POCUPAR,105046,3,1,1911,PMapGF02,10504601
1024,BULLER,POCUPAR,105045,4,1,1915,PMapGF02,10504501
1024,BULLER,POCUPAR,105044,5,1,1926,PMapGF02,10504401
1024,BULLER,POCUPAR,105043,6,1,1939,PMapGF02,10504301
1025,BULLER,REID,150131,1,1,1886,PMapAE02,15013101
1025,BULLER,REID,150132,2,1,1904,PMapAE02,15013201
1025,BULLER,REID,150133,3,1,1922,PMapAE02,15013301
1025,BULLER,REID,122958,4,1,1932,PMapAE02,12295801
1026,BULLER,ROBERTSON,149130,1,1, ,PMapGF02,14913001
1026,BULLER,ROBERTSON,107731,2,1,1912,PMapGF02,10773101
1026,BULLER,ROBERTSON,149131,3,1, ,PMapGF02,14913101
1026,BULLER,ROBERTSON,104994,4,1,1924,PMapGF02,10499401
1026,BULLER,ROBERTSON,104993,5,1,1935,PMapGF02,10499301
1026,BULLER,ROBERTSON,106951,5,2,1935,PMapGF02,10695101
1026,BULLER,ROBERTSON,104564,6,1,1963,PMapGF02,10456401
1026,BULLER,ROBERTSON,104564,6,1,1963,PMapGF02,10456402
1027,BULLER,RUBY,150134,1,1,1887,PMapAE02,15013401
1027,BULLER,RUBY,150135,3,1,1904,PMapAE02,15013501
1027,BULLER,RUBY,150136,4,1,1919,PMapAE02,15013601
1027,BULLER,RUBY,122945,5,1,1932,PMapAE02,12294501
1027,BULLER,RUBY,122946,6,1,1933,PMapAE02,12294601
1028,BULLER,TOOLOOM,149132,2,1, ,PMapGF03,14913201
1028,BULLER,TOOLOOM,149132,2,1, ,PMapGF03,14913202
1028,BULLER,TOOLOOM,149132,2,1, ,PMapGF03,14913203
1028,BULLER,TOOLOOM,149132,2,1, ,PMapGF03,14913204
1028,BULLER,TOOLOOM,149133,2,1, ,PMapGF03,14913301
1028,BULLER,TOOLOOM,149134,3,1, ,PMapGF03,14913401
1028,BULLER,TOOLOOM,105042,4,1,1916,PMapGF03,10504201
1028,BULLER,TOOLOOM,105040,5,1,1930,PMapGF03,10504001
1029,BULLER,UNDERCLIFFE,150139,1,1,1886,PMapAE02,15013901
1029,BULLER,UNDERCLIFFE,150140,2,1,1907,PMapAE02,15014001
1029,BULLER,UNDERCLIFFE,122856,3,1,1925,PMapAE02,12285601
102,ARRAWATTA,HOLMES,126398,1,1,1880,PMapME01,12639801
102,ARRAWATTA,HOLMES,126397,2,1,1908,PMapME01,12639701
102,ARRAWATTA,HOLMES,126396,3,1,1916,PMapME01,12639601
1030,BULLER,WOODENBONG,149525,1,1, ,PMapGF03,14952501
1030,BULLER,WOODENBONG,149524,2,1, ,PMapGF03,14952401
1030,BULLER,WOODENBONG,105038,3,1,1908,PMapGF03,10503801
1030,BULLER,WOODENBONG,105037,3,2,1908,PMapGF03,10503701
1030,BULLER,WOODENBONG,105006,4,1,1917,PMapGF03,10500601
1030,BULLER,WOODENBONG,149135,5,1, ,PMapGF03,14913501
1030,BULLER,WOODENBONG,105023,6,1,1944,PMapGF03,10502301
1030,BULLER,WOODENBONG,105012,6,2,1944,PMapGF03,10501201
1031,BULLER,WYLIE,150141,1,1,1886,PMapAE02,15014101
1031,BULLER,WYLIE,150142,2,1,1902,PMapAE02,15014201
1031,BULLER,WYLIE,150143,3,1,1915,PMapAE02,15014301
1031,BULLER,WYLIE,122821,4,1,1927,PMapAE02,12282101
1032,BULLER,DONALDSON,149523,1,1, ,PMapGF02,14952301
1032,BULLER,DONALDSON,105064,2,1,1908,PMapGF02,10506401
1032,BULLER,DONALDSON,105063,3,1,1914,PMapGF02,10506301
1032,BULLER,DONALDSON,105062,4,1,1925,PMapGF02,10506201
1032,BULLER,DONALDSON,150114,4,1,1925,PMapAE02,15011401
1032,BULLER,DONALDSON,105061,5,1,1937,PMapGF02,10506101
1033,BULLER,STRATHSPEY,150137,1,1,1887,PMapAE02,15013701
1033,BULLER,STRATHSPEY,150138,2,1,1910,PMapAE02,15013801
1033,BULLER,STRATHSPEY,122894,3,1,1923,PMapAE02,12289401
1034,BURNETT,ABERCROMBIE,127260,1,1,1881,PMapME03,12726001
1034,BURNETT,ABERCROMBIE,127259,2,1,1898,PMapME03,12725901
1034,BURNETT,ABERCROMBIE,127258,3,1,1913,PMapME03,12725801
1035,BURNETT,ADAMS,127257,1,1,1881,PMapME03,12725701
1035,BURNETT,ADAMS,153670,2,1,1895,PMapME03,15367001
1035,BURNETT,ADAMS,127256,3,1,1906,PMapME03,12725601
1035,BURNETT,ADAMS,127255,4,1,1910,PMapME03,12725501
1035,BURNETT,ADAMS,127254,5,1,1920,PMapME03,12725401
1035,BURNETT,ADAMS,127253,6,1,1938,PMapME03,12725301
1036,BURNETT,BALFOUR,127224,1,1,1881,PMapME03,12722401
1036,BURNETT,BALFOUR,127223,2,1,1898,PMapME03,12722301
1036,BURNETT,BALFOUR,127222,3,1,1907,PMapME03,12722201
1036,BURNETT,BALFOUR,127221,4,1,1919,PMapME03,12722101
1036,BURNETT,BALFOUR,127220,5,1,1940,PMapME03,12722001
1037,BURNETT,BAROMA,127206,1,1,1880,PMapME03,12720601
1037,BURNETT,BAROMA,127205,2,1,1899,PMapME03,12720501
1037,BURNETT,BAROMA,127204,3,1,1927,PMapME03,12720401
1037,BURNETT,BAROMA,127203,4,1,1952,PMapME03,12720301
1038,BURNETT,BLEDGER,127121,1,1,1881,PMapME03,12712101
1038,BURNETT,BLEDGER,127120,2,1,1898,PMapME03,12712001
1038,BURNETT,BLEDGER,127119,3,1,1913,PMapME03,12711901
1038,BURNETT,BLEDGER,127118,4,1,1933,PMapME03,12711801
1039,BURNETT,BLUE NOBBY,127117,1,1,1880,PMapME03,12711701
1039,BURNETT,BLUE NOBBY,127116,2,1,1898,PMapME03,12711601
1039,BURNETT,BLUE NOBBY,127115,3,1,1918,PMapME03,12711501
1039,BURNETT,BLUE NOBBY,127114,4,1,1927,PMapME03,12711401
103,ARRAWATTA,KINGS PLAINS,150025,1,1,1881,PMapAE01,15002501
103,ARRAWATTA,KINGS PLAINS,150025,1,1,1881,PMapAE01,15002502
103,ARRAWATTA,KINGS PLAINS,150025,1,1,1881,PMapAE01,15002503
103,ARRAWATTA,KINGS PLAINS,150025,1,1,1881,PMapAE01,15002504
103,ARRAWATTA,KINGS PLAINS,150026,2,1,1895,PMapAE01,15002601
103,ARRAWATTA,KINGS PLAINS,150027,3,1,1909,PMapAE01,15002701
103,ARRAWATTA,KINGS PLAINS,150028,4,1,1925,PMapAE01,15002801
103,ARRAWATTA,KINGS PLAINS,123053,5,1,1934,PMapAE01,12305301
1040,BURNETT,BOGAMILDI,127104,1,1,1885,PMapME03,12710401
1040,BURNETT,BOGAMILDI,127103,2,1,1899,PMapME03,12710301
1040,BURNETT,BOGAMILDI,127102,3,1,1909,PMapME03,12710201
1040,BURNETT,BOGAMILDI,127101,4,1,1927,PMapME03,12710101
1041,BURNETT,BOOBAH,127064,1,1,1881,PMapME03,12706401
1041,BURNETT,BOOBAH,127063,2,1,1898,PMapME03,12706301
1041,BURNETT,BOOBAH,127062,3,1,1907,PMapME03,12706201
1041,BURNETT,BOOBAH,127061,4,1,1919,PMapME03,12706101
1041,BURNETT,BOOBAH,127060,5,1,1933,PMapME03,12706001
1042,BURNETT,BOYANGA,126991,1,1,1884,PMapME03,12699101
1042,BURNETT,BOYANGA,153671,2,1,1899,PMapME03,15367101
1042,BURNETT,BOYANGA,153672,3,1,1921,PMapME03,15367201
1042,BURNETT,BOYANGA,126990,4,1,1927,PMapME03,12699001
1043,BURNETT,BULLALA,126964,1,1,1884,PMapME03,12696401
1043,BURNETT,BULLALA,126963,2,1,1898,PMapME03,12696301
1043,BURNETT,BULLALA,126962,3,1,1910,PMapME03,12696201
1043,BURNETT,BULLALA,126961,4,1,1921,PMapME03,12696101
1043,BURNETT,BULLALA,126960,5,1,1937,PMapME03,12696001
1044,BURNETT,BURNETT,150144,1,1,1905,PMapAE02,15014401
1044,BURNETT,BURNETT,150144,1,1,1905,PMapAE02,15014402
1044,BURNETT,BURNETT,150144,1,1,1905,PMapAE02,15014403
1044,BURNETT,BURNETT,150144,1,1,1905,PMapAE02,15014404
1044,BURNETT,BURNETT,150145,2,1,1895,PMapAE02,15014501
1044,BURNETT,BURNETT,150146,3,1,1908,PMapAE02,15014601
1044,BURNETT,BURNETT,150147,4,1,1919,PMapAE02,15014701
1044,BURNETT,BURNETT,150391,5,1,1923,PMapAE02,15039101
1044,BURNETT,BURNETT,150391,5,1,1923,PMapAE02,15039102
1044,BURNETT,BURNETT,150931,5,1,1923,PMapAE02,15093101
1044,BURNETT,BURNETT,123240,6,1,1933,PMapAE02,12324001
1044,BURNETT,BURNETT,123240,6,1,1933,PMapAE02,12324002
1044,BURNETT,BURNETT,123239,7,1,1965,PMapAE02,12323901
1044,BURNETT,BURNETT,123241,7,1,1965,PMapAE02,12324101
1045,BURNETT,CODRINGTON,126853,1,1,1881,PMapME03,12685301
1045,BURNETT,CODRINGTON,126852,2,1,1895,PMapME03,12685201
1045,BURNETT,CODRINGTON,126851,3,1,1913,PMapME03,12685101
1045,BURNETT,CODRINGTON,126850,4,1,1952,PMapME03,12685001
1046,BURNETT,COOLATAI,126833,1,1,1881,PMapME03,12683301
1046,BURNETT,COOLATAI,126832,2,1,1894,PMapME03,12683201
1046,BURNETT,COOLATAI,126831,3,1,1908,PMapME03,12683101
1046,BURNETT,COOLATAI,126830,4,1,1922,PMapME03,12683001
1047,BURNETT,COX,126795,1,1, ,PMapME03,12679501
1047,BURNETT,COX,126794,2,1,1896,PMapME03,12679401
1047,BURNETT,COX,126793,3,1,1908,PMapME03,12679301
1047,BURNETT,COX,126792,4,1,1924,PMapME03,12679201
1048,BURNETT,EALES,126637,1,1,1880,PMapME03,12663701
1048,BURNETT,EALES,153673,2,1,1898,PMapME03,15367301
1048,BURNETT,EALES,126636,3,1,1909,PMapME03,12663601
1048,BURNETT,EALES,126635,4,1,1922,PMapME03,12663501
1049,BURNETT,ELLIS,126617,1,1,1880,PMapME03,12661701
1049,BURNETT,ELLIS,126616,2,1,1901,PMapME03,12661601
1049,BURNETT,ELLIS,126615,3,1,1918,PMapME03,12661501
104,ARRAWATTA,LESLIE,150029,2,1,1902,PMapAE01,15002901
104,ARRAWATTA,LESLIE,150030,3,1,1917,PMapAE01,15003001
104,ARRAWATTA,LESLIE,123044,4,1,1931,PMapAE01,12304401
1050,BURNETT,GILL,153674,1,1,1880,PMapME03,15367401
1050,BURNETT,GILL,153674,1,1,1880,PMapME03,15367402
1050,BURNETT,GILL,153674,1,1,1880,PMapME03,15367403
1050,BURNETT,GILL,153674,1,1,1880,PMapME03,15367404
1050,BURNETT,GILL,126562,2,1,1896,PMapME03,12656201
1050,BURNETT,GILL,126561,3,1,1920,PMapME03,12656101
1050,BURNETT,GILL,126560,4,1,1926,PMapME03,12656001
1051,BURNETT,GINEROI,126556,1,1,1882,PMapME03,12655601
1051,BURNETT,GINEROI,126555,2,1,1898,PMapME03,12655501
1051,BURNETT,GINEROI,153713,3,1,1937,PMapME03,15371301
1051,BURNETT,GINEROI,126554,4,1,1921,PMapME03,12655401
1051,BURNETT,GINEROI,126553,5,1,1940,PMapME03,12655301
1052,BURNETT,GLENALVON,126543,1,1,1880,PMapME03,12654301
1052,BURNETT,GLENALVON,126542,2,1,1898,PMapME03,12654201
1052,BURNETT,GLENALVON,126541,3,1,1913,PMapME03,12654101
1053,BURNETT,GOALONGA,153675,1,1,1880,PMapME03,15367501
1053,BURNETT,GOALONGA,153675,1,1,1880,PMapME03,15367502
1053,BURNETT,GOALONGA,126540,2,1,1898,PMapME03,12654001
1053,BURNETT,GOALONGA,126539,3,1,1913,PMapME03,12653901
1053,BURNETT,GOALONGA,126538,4,1,1933,PMapME03,12653801
1054,BURNETT,GOORABIL,126527,1,1,1884,PMapME03,12652701
1054,BURNETT,GOORABIL,126526,2,1,1899,PMapME03,12652601
1054,BURNETT,GOORABIL,126525,3,1,1913,PMapME03,12652501
1054,BURNETT,GOORABIL,126524,4,1,1939,PMapME03,12652401
1055,BURNETT,GOURNAMA,126504,1,1,1881,PMapME03,12650401
1055,BURNETT,GOURNAMA,126503,2,1,1894,PMapME03,12650301
1055,BURNETT,GOURNAMA,126502,3,1,1906,PMapME03,12650201
1055,BURNETT,GOURNAMA,126501,4,1,1920,PMapME03,12650101
1056,BURNETT,GRAGIN,126495,1,1,1881,PMapME03,12649501
1056,BURNETT,GRAGIN,150148,2,1,1887,PMapAE02,15014801
1056,BURNETT,GRAGIN,126494,3,1,1904,PMapME03,12649401
1056,BURNETT,GRAGIN,150149,3,1,1904,PMapAE02,15014901
1056,BURNETT,GRAGIN,123094,4,1,1922,PMapAE02,12309401
1056,BURNETT,GRAGIN,126493,4,1,1922,PMapME03,12649301
1057,BURNETT,GRAVESEND,126487,1,1,1881,PMapME03,12648701
1057,BURNETT,GRAVESEND,126486,2,1,1894,PMapME03,12648601
1057,BURNETT,GRAVESEND,126485,3,1,1903,PMapME03,12648501
1057,BURNETT,GRAVESEND,126484,4,1,1913,PMapME03,12648401
1057,BURNETT,GRAVESEND,126483,5,1,1922,PMapME03,12648301
1057,BURNETT,GRAVESEND,126482,6,1,1929,PMapME03,12648201
1057,BURNETT,GRAVESEND,126481,7,1,1942,PMapME03,12648101
1058,BURNETT,GUGUMBURRA,126470,1,1,1881,PMapME03,12647001
1058,BURNETT,GUGUMBURRA,126469,2,1,1895,PMapME03,12646901
1058,BURNETT,GUGUMBURRA,126468,3,1,1908,PMapME03,12646801
1058,BURNETT,GUGUMBURRA,126467,4,1,1929,PMapME03,12646701
1059,BURNETT,GULLUNGUTTA,126466,1,1,1881,PMapME03,12646601
1059,BURNETT,GULLUNGUTTA,126465,2,1,1901,PMapME03,12646501
1059,BURNETT,GULLUNGUTTA,126464,3,1,1922,PMapME03,12646401
1059,BURNETT,GULLUNGUTTA,126463,4,1,1940,PMapME03,12646301
105,ARRAWATTA,LIMESTONE,150031,2,1,1908,PMapAE01,15003101
105,ARRAWATTA,LIMESTONE,150032,3,1,1920,PMapAE01,15003201
105,ARRAWATTA,LIMESTONE,123041,4,1,1929,PMapAE01,12304101
1060,BURNETT,HADLEIGH,126434,1,1,1881,PMapME03,12643401
1060,BURNETT,HADLEIGH,126433,2,1,1894,PMapME03,12643301
1060,BURNETT,HADLEIGH,126432,3,1,1906,PMapME03,12643201
1060,BURNETT,HADLEIGH,126431,4,1,1909,PMapME03,12643101
1060,BURNETT,HADLEIGH,126430,5,1,1924,PMapME03,12643001
1060,BURNETT,HADLEIGH,126429,6,1,1940,PMapME03,12642901
1061,BURNETT,HOLLINGSWORTH,126402,1,1,1881,PMapME03,12640201
1061,BURNETT,HOLLINGSWORTH,126401,2,1,1894,PMapME03,12640101
1061,BURNETT,HOLLINGSWORTH,126400,3,1,1909,PMapME03,12640001
1061,BURNETT,HOLLINGSWORTH,126399,4,1,1927,PMapME03,12639901
1062,BURNETT,KIGA,126356,1,1,1884,PMapME03,12635601
1062,BURNETT,KIGA,126355,2,1,1901,PMapME03,12635501
1062,BURNETT,KIGA,126354,3,1,1928,PMapME03,12635401
1063,BURNETT,MANDOE,126290,1,1,1881,PMapME03,12629001
1063,BURNETT,MANDOE,126289,2,1,1900,PMapME03,12628901
1063,BURNETT,MANDOE,153676,3,1,1914,PMapME03,15367601
1063,BURNETT,MANDOE,126288,4,1,1933,PMapME03,12628801
1064,BURNETT,MITCHELL,126195,1,1, ,PMapME04,12619501
1064,BURNETT,MITCHELL,126194,2,1,1900,PMapME04,12619401
1065,BURNETT,MONSOON,126171,1,1,1881,PMapME04,12617101
1065,BURNETT,MONSOON,126170,2,1,1893,PMapME04,12617001
1065,BURNETT,MONSOON,126169,3,1,1910,PMapME04,12616901
1065,BURNETT,MONSOON,126168,4,1,1921,PMapME04,12616801
1065,BURNETT,MONSOON,126167,5,1,1933,PMapME04,12616701
1066,BURNETT,MURGO,126126,1,1, ,PMapME04,12612601
1066,BURNETT,MURGO,126125,2,1,1900,PMapME04,12612501
1066,BURNETT,MURGO,126124,3,1,1933,PMapME04,12612401
1067,BURNETT,MUSCLE,126120,1,1,1880,PMapME04,12612001
1067,BURNETT,MUSCLE,126119,2,1,1901,PMapME04,12611901
1067,BURNETT,MUSCLE,126118,3,1,1928,PMapME04,12611801
1068,BURNETT,MYALLA,126102,1,1,1881,PMapME04,12610201
1068,BURNETT,MYALLA,126101,2,1,1896,PMapME04,12610101
1068,BURNETT,MYALLA,126100,3,1,1905,PMapME04,12610001
1068,BURNETT,MYALLA,126099,4,1,1923,PMapME04,12609901
1069,BURNETT,NUNGA NUNGA,126050,1,1,1884,PMapME04,12605001
1069,BURNETT,NUNGA NUNGA,126049,2,1,1898,PMapME04,12604901
1069,BURNETT,NUNGA NUNGA,126048,3,1,1913,PMapME04,12604801
1069,BURNETT,NUNGA NUNGA,126047,4,1,1924,PMapME04,12604701
1069,BURNETT,NUNGA NUNGA,126046,5,1,1937,PMapME04,12604601
106,ARRAWATTA,LOCKERBY,150489,1,1, ,PMapAE01,15048901
106,ARRAWATTA,LOCKERBY,150033,2,1, ,PMapAE01,15003301
106,ARRAWATTA,LOCKERBY,150508,3,1, ,PMapAE01,15050801
106,ARRAWATTA,LOCKERBY,150034,4,1,1923,PMapAE01,15003401
1070,BURNETT,OREGON,126038,1,1,1881,PMapME04,12603801
1070,BURNETT,OREGON,126037,2,1,1898,PMapME04,12603701
1070,BURNETT,OREGON,126036,3,1,1920,PMapME04,12603601
1070,BURNETT,OREGON,126035,4,1,1926,PMapME04,12603501
1071,BURNETT,OTTLEY,126034,1,1,1881,PMapME04,12603401
1071,BURNETT,OTTLEY,126033,2,1,1894,PMapME04,12603301
1071,BURNETT,OTTLEY,126032,3,1,1913,PMapME04,12603201
1072,BURNETT,PARKHURST,126009,2,1,1895,PMapME04,12600901
1072,BURNETT,PARKHURST,126008,3,1,1913,PMapME04,12600801
1073,BURNETT,PEPPERBOX,126002,1,1,1881,PMapME04,12600201
1073,BURNETT,PEPPERBOX,126001,2,1,1900,PMapME04,12600101
1073,BURNETT,PEPPERBOX,126000,3,1,1926,PMapME04,12600001
1074,BURNETT,ROCKY HOLE,125955,1,1, ,PMapME04,12595501
1074,BURNETT,ROCKY HOLE,125954,2,1,1898,PMapME04,12595401
1074,BURNETT,ROCKY HOLE,125953,3,1,1915,PMapME04,12595301
1075,BURNETT,RUSSELL,125941,1,1,1880,PMapME04,12594101
1075,BURNETT,RUSSELL,125940,2,1,1900,PMapME04,12594001
1075,BURNETT,RUSSELL,125939,3,1,1911,PMapME04,12593901
1075,BURNETT,RUSSELL,125938,4,1,1936,PMapME04,12593801
1076,BURNETT,STACK,125921,1,1,1881,PMapME04,12592101
1076,BURNETT,STACK,125920,2,1,1899,PMapME04,12592001
1076,BURNETT,STACK,125919,3,1,1928,PMapME04,12591901
1076,BURNETT,STACK,125918,4,1,1951,PMapME04,12591801
1077,BURNETT,STANLEY,125917,1,1,1884,PMapME04,12591701
1077,BURNETT,STANLEY,125916,2,1,1898,PMapME04,12591601
1077,BURNETT,STANLEY,125915,3,1,1929,PMapME04,12591501
1077,BURNETT,STANLEY,125914,4,1,1953,PMapME04,12591401
1078,BURNETT,STEPHENSON,125911,1,1,1884,PMapME04,12591101
1078,BURNETT,STEPHENSON,125910,2,1,1900,PMapME04,12591001
1078,BURNETT,STEPHENSON,125909,3,1,1947,PMapME04,12590901
1079,BURNETT,STRATHMORE,125908,1,1,1884,PMapME04,12590801
1079,BURNETT,STRATHMORE,125907,2,1,1898,PMapME04,12590701
1079,BURNETT,STRATHMORE,125906,3,1,1915,PMapME04,12590601
1079,BURNETT,STRATHMORE,125905,4,1,1936,PMapME04,12590501
107,ARRAWATTA,LORNE,150035,2,1,1894,PMapAE02,15003501
107,ARRAWATTA,LORNE,150498,3,1,1925,PMapAE02,15049801
107,ARRAWATTA,LORNE,123035,4,1,1925,PMapAE02,12303501
1080,BURNETT,STUART,125904,1,1,1884,PMapME04,12590401
1080,BURNETT,STUART,125903,2,1,1895,PMapME04,12590301
1080,BURNETT,STUART,125902,3,1,1908,PMapME04,12590201
1080,BURNETT,STUART,125901,4,1,1924,PMapME04,12590101
1081,BURNETT,TACKINBRI,125900,1,1,1884,PMapME04,12590001
1081,BURNETT,TACKINBRI,125899,2,1,1900,PMapME04,12589901
